,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
2025,39401674864,Presente,E,A,C,E,A,B,B,E,C,A,D,E,A,D,C,B,D,E,B,C,E,B,B,B,A,C,A,C,D,C,B,E,C,B,C,A,A,B,E,D,A,C,C,D,B,C,E,D,B,C,E,B,C,B,D,C,A,C,C,A,A,A,E,B,A,C,A,E,B,A,2016
2026,39401670480,Presente,E,A,D,D,B,B,D,C,E,D,D,E,A,B,C,E,B,D,B,C,B,C,B,B,D,A,B,C,D,A,B,A,B,A,D,C,A,C,E,E,E,B,A,B,E,C,D,A,B,B,C,D,C,A,B,E,A,D,C,C,D,A,C,A,C,E,E,B,B,E,2016
2027,39401668171,Presente,E,A,D,D,B,A,C,D,C,C,D,E,C,A,A,B,B,E,B,B,A,B,C,E,A,C,B,C,D,C,A,A,D,B,D,A,A,C,D,E,C,B,B,B,D,C,D,D,C,D,A,A,A,B,C,E,B,B,C,D,D,E,D,A,A,C,E,C,A,D,2016
2029,39401659138,Presente,E,A,B,E,B,B,A,C,B,C,E,E,E,A,B,C,D,D,B,C,A,B,B,E,A,A,A,C,B,C,B,E,D,D,A,D,A,B,D,E,A,E,A,B,B,E,C,A,E,D,E,B,A,E,B,E,D,A,C,A,A,E,C,E,E,C,C,A,B,C,2016
2030,39401682602,Presente,E,A,E,C,B,C,C,A,E,C,A,E,E,D,A,D,B,E,B,C,E,B,E,E,A,E,E,C,D,D,B,A,B,E,D,A,A,C,D,C,A,C,A,E,B,D,D,A,D,D,A,A,A,E,D,C,A,C,D,A,D,A,C,A,E,C,A,C,B,D,2016
2031,39401640321,Presente,E,D,B,B,A,C,D,A,C,D,E,A,E,C,C,A,B,D,B,C,A,E,A,E,A,B,D,C,B,C,B,D,B,C,A,E,A,B,E,D,B,B,D,E,E,A,B,C,D,C,D,A,C,A,E,C,D,A,D,A,B,A,C,E,E,C,C,D,E,C,2016
2032,39401684582,Presente,E,A,D,C,A,A,D,E,A,C,E,E,B,B,D,E,B,E,B,B,B,B,C,E,A,D,D,C,D,C,B,A,B,E,C,A,A,A,D,D,D,E,B,E,E,A,D,D,E,D,E,A,D,A,D,A,A,C,C,A,D,A,C,A,E,C,A,C,B,C,2016
2034,39401647554,Presente,E,C,C,D,C,D,D,C,C,C,E,E,E,C,A,B,B,B,B,C,A,B,D,B,A,D,E,C,E,E,B,C,E,D,D,C,A,C,E,C,B,E,C,B,D,D,C,E,C,D,E,B,C,C,D,C,D,C,B,A,C,C,C,A,E,C,C,D,C,D,2016
2035,39401653205,Presente,E,A,C,E,B,A,B,D,C,E,B,E,D,B,A,D,B,E,B,B,A,E,E,E,A,A,A,C,B,C,B,A,B,D,D,A,A,A,D,D,E,E,A,C,E,A,D,C,B,B,B,A,A,C,B,C,C,C,C,A,D,A,D,A,E,C,A,C,B,D,2016
2036,39401684266,Presente,E,A,B,E,B,A,D,E,C,A,E,E,C,A,A,B,E,E,B,B,E,B,C,B,A,D,B,C,D,C,B,A,B,C,B,A,A,A,*,C,B,A,B,C,D,C,C,E,C,D,D,D,C,A,E,A,A,E,C,A,E,A,D,A,E,C,C,E,B,D,2016
2037,39401679231,Presente,E,A,C,E,A,B,C,A,E,C,E,E,C,E,B,D,A,E,B,B,E,B,E,E,A,D,C,C,C,E,A,A,B,D,D,A,A,C,D,E,A,B,D,D,D,A,D,E,B,D,C,A,E,A,E,A,C,D,E,E,C,E,C,A,E,C,B,E,B,D,2016
2038,39401652833,Presente,E,A,C,B,E,A,D,C,E,B,D,A,C,E,B,C,B,E,B,B,E,E,A,E,A,D,B,C,D,B,B,B,B,A,C,D,C,E,E,E,A,B,A,C,D,E,D,E,C,D,C,D,C,A,E,C,B,A,C,A,D,B,A,A,E,B,D,E,D,D,2016
2039,39401635933,Presente,E,A,D,E,B,A,B,C,C,D,D,E,D,B,B,D,B,E,A,B,E,C,E,E,A,D,E,E,A,B,A,D,B,E,C,B,D,B,E,B,E,B,B,C,E,E,A,E,B,A,B,D,A,B,B,C,A,D,A,B,D,A,C,A,C,D,A,D,B,D,2016
2040,39401636776,Presente,C,E,B,C,A,A,B,D,E,A,C,E,C,A,C,B,E,A,D,C,A,B,E,E,A,C,E,A,D,D,A,C,D,B,D,A,C,B,E,E,B,C,C,D,A,D,A,E,C,C,C,D,E,A,D,C,D,C,B,D,A,A,E,A,E,C,A,B,E,B,2016
2041,39401664337,Presente,E,A,E,B,C,A,B,B,C,A,B,E,A,B,C,E,D,B,B,B,E,E,A,E,A,C,D,C,B,C,A,A,B,E,E,A,A,A,D,E,E,E,E,D,B,C,C,A,B,C,B,B,B,B,B,C,E,D,B,A,C,A,A,A,E,C,B,B,B,D,2016
2042,39401655208,Presente,B,B,E,D,D,C,B,B,E,A,D,E,C,C,C,A,E,A,B,A,A,B,E,E,E,C,B,C,A,B,B,B,C,B,D,E,D,B,D,B,A,E,E,C,C,B,A,A,E,B,C,B,D,C,D,C,D,D,C,D,C,D,A,B,E,C,C,B,B,A,2016
2043,39401641211,Presente,E,A,C,E,A,A,C,D,D,C,C,E,E,C,B,B,A,E,B,B,B,A,B,B,A,E,D,C,C,B,C,D,E,C,A,A,A,C,D,B,A,E,B,A,C,B,C,D,D,C,A,C,C,A,B,C,C,D,C,E,D,A,C,A,E,C,A,E,C,C,2016
2044,39401646122,Presente,C,A,E,D,A,A,C,E,C,C,C,E,C,A,D,D,B,E,B,B,A,D,C,B,A,D,E,C,E,E,B,C,B,B,C,A,A,B,D,C,B,C,E,E,D,C,B,A,C,B,E,A,D,E,A,C,C,D,B,A,D,A,C,A,E,C,A,C,B,A,2016
2045,39401682203,Presente,A,C,C,E,B,D,B,B,E,D,E,E,E,B,D,B,E,E,B,D,E,C,D,E,A,E,A,C,D,C,B,A,E,B,D,B,A,B,D,E,A,E,D,B,C,C,B,E,B,D,C,B,A,C,D,E,B,D,C,E,D,A,C,A,D,C,A,C,A,A,2016
2046,39401681721,Presente,E,A,C,B,B,B,B,C,A,C,B,E,C,C,A,E,B,E,A,B,A,B,B,B,A,E,A,E,C,E,B,C,D,B,B,B,B,B,A,C,C,C,E,B,C,E,A,C,E,E,C,B,C,E,A,C,C,D,E,A,C,A,B,D,E,C,C,C,B,D,2016
2047,39401667823,Presente,C,C,D,C,C,A,E,D,A,C,E,E,C,E,D,D,B,E,B,B,A,C,E,E,A,D,A,C,B,C,B,A,B,B,E,C,A,C,D,B,D,D,D,D,C,C,E,A,D,C,C,A,B,B,C,A,C,D,A,A,C,A,E,A,E,C,C,D,B,D,2016
2049,39401638258,Presente,B,A,A,B,B,B,C,C,C,B,A,B,A,A,B,B,B,B,A,D,B,B,B,E,A,A,D,C,D,A,B,A,B,C,C,A,A,A,E,E,C,C,A,C,B,E,C,C,C,B,A,A,A,A,C,E,D,A,C,A,C,A,C,A,E,C,A,C,B,D,2016
2050,39401673504,Presente,E,A,E,D,C,B,B,D,A,B,D,E,E,A,B,B,B,E,B,B,B,C,B,E,A,A,D,C,E,C,A,C,B,B,C,A,A,B,D,E,B,C,A,D,D,C,A,A,B,D,C,C,C,C,B,A,B,D,E,D,C,A,C,A,E,C,A,C,B,C,2016
2051,39401683453,Presente,E,A,D,E,A,B,B,D,A,C,A,E,E,A,D,B,B,E,B,C,E,B,E,E,A,B,E,C,E,E,B,E,B,C,B,A,A,B,D,E,A,A,A,C,C,A,D,B,B,C,E,C,C,A,D,A,B,D,C,B,C,A,A,A,E,C,E,B,B,C,2016
2052,39401671829,Presente,E,E,E,E,E,E,E,E,C,E,E,E,C,E,A,C,B,E,B,E,B,B,E,E,A,E,E,D,E,E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,E,E,E,C,E,E,A,A,E,E,E,A,E,E,E,E,E,D,2016
2053,39401655732,Presente,C,A,C,A,D,D,C,C,C,C,D,E,B,C,D,B,B,E,E,C,A,A,E,E,B,B,B,C,A,C,B,D,B,A,C,C,B,E,D,A,A,E,B,C,B,E,C,E,B,B,C,B,B,A,C,E,E,D,E,A,C,A,C,A,E,B,C,C,A,D,2016
2054,39402668058,Presente,E,A,D,B,B,B,C,E,C,E,A,E,D,D,D,E,C,E,B,B,B,B,E,E,A,D,A,C,D,C,B,A,B,E,C,C,A,A,D,E,A,C,A,E,B,C,E,C,B,B,A,A,A,B,D,C,C,E,C,D,D,A,D,A,E,C,D,D,B,D,2016
2056,39401646624,Presente,E,C,C,C,C,C,C,C,C,C,A,E,C,C,D,D,B,E,B,C,E,C,E,E,A,D,B,E,D,C,B,A,B,E,E,A,A,B,D,E,A,E,E,C,C,C,E,E,E,D,B,A,A,C,D,C,E,D,E,B,A,A,A,E,E,C,A,E,A,D,2016
2058,39401642456,Presente,E,A,C,A,A,A,C,B,A,C,E,E,D,D,D,D,E,E,B,B,A,D,D,B,A,D,E,C,D,C,B,A,C,C,A,A,A,A,D,C,E,A,A,D,B,C,C,E,B,D,E,B,A,E,B,E,D,E,C,A,D,A,A,A,E,C,A,E,A,D,2016
2059,39401665371,Presente,B,C,D,B,A,D,B,E,E,D,E,E,D,A,B,D,A,E,B,B,A,B,C,B,B,D,E,C,D,C,B,C,B,E,D,A,A,C,D,E,D,E,A,D,D,B,C,C,B,A,D,A,A,A,D,E,C,D,E,A,A,A,A,A,E,C,C,*,B,A,2016
2060,39401667091,Presente,E,A,D,E,B,B,B,D,E,C,B,E,D,D,A,D,B,E,B,B,A,B,B,B,A,C,D,C,B,A,A,A,D,E,D,D,A,B,D,C,A,C,E,D,C,C,C,E,D,B,A,A,E,E,B,C,C,E,C,A,D,A,B,E,D,C,A,A,B,A,2016
2061,39402659534,Presente,E,A,C,C,D,B,A,E,D,C,D,A,D,B,C,A,E,A,D,C,D,C,E,E,B,D,E,C,C,E,B,B,C,C,D,B,C,E,D,A,B,E,B,A,C,B,D,D,E,B,C,C,B,A,D,C,D,B,E,A,A,A,C,C,E,D,A,B,C,A,2016
2062,39401666863,Presente,E,A,C,C,D,B,B,B,C,C,B,E,D,B,D,D,B,E,B,B,A,B,E,E,C,D,A,C,E,A,B,A,B,C,D,A,A,B,D,E,A,C,B,C,B,E,C,E,A,B,E,B,C,A,D,C,C,C,E,C,D,A,C,A,D,C,A,E,A,A,2016
2063,39401641493,Presente,E,A,A,D,A,A,C,B,B,A,A,E,A,E,D,D,D,E,B,B,A,B,E,E,A,D,A,C,B,C,B,A,B,A,A,A,A,A,D,C,D,C,B,E,A,A,E,C,E,B,C,A,A,A,B,A,A,B,B,A,A,A,D,A,E,C,E,E,B,C,2016
2066,39401637316,Presente,E,D,C,E,A,D,C,B,E,C,E,E,D,B,A,B,B,A,B,C,A,B,C,D,E,D,C,B,A,B,C,D,E,A,B,C,D,E,A,B,E,D,C,B,A,E,D,C,B,A,A,B,C,C,C,E,D,C,B,A,C,B,A,B,C,D,C,B,C,B,2016
2069,39401642276,Presente,E,A,E,C,A,A,C,E,E,C,E,E,D,C,C,B,B,E,B,E,B,A,E,E,A,A,A,C,C,E,B,A,D,C,D,A,A,A,D,E,B,B,B,D,A,C,A,E,D,D,E,B,A,D,C,C,A,D,A,B,E,E,C,C,E,C,C,A,A,D,2016
2070,39401682285,Presente,E,A,D,B,A,B,B,D,E,C,C,E,B,A,D,D,E,D,B,C,E,D,A,B,A,D,A,C,E,C,B,A,E,C,B,D,C,C,E,D,B,B,E,A,E,E,A,B,C,B,E,A,D,C,E,E,A,C,E,A,D,A,C,D,E,B,A,D,A,D,2016
2072,39401682511,Presente,E,A,C,E,B,A,C,E,A,C,B,E,D,A,E,D,B,E,B,B,E,B,B,E,A,D,B,C,A,D,C,A,E,C,B,A,A,C,E,B,A,B,D,D,E,C,B,E,A,D,E,B,C,A,B,C,E,A,C,E,C,A,C,A,E,C,B,A,D,C,2016
2073,39401663517,Presente,E,A,E,C,A,A,C,D,E,A,E,E,D,B,D,D,B,E,B,B,A,D,C,B,A,A,A,C,A,C,B,A,B,E,C,A,A,A,D,E,A,C,B,A,B,C,D,E,B,B,C,A,A,E,B,A,E,E,C,A,D,A,A,A,E,C,E,A,D,C,2016
2074,39401684376,Presente,E,A,B,B,B,B,B,B,E,D,A,E,D,A,C,D,D,E,B,B,E,A,E,E,A,D,A,C,D,D,B,A,B,C,A,A,A,C,D,B,B,C,B,B,B,B,B,C,B,E,D,A,A,A,D,C,E,C,B,A,A,A,C,A,E,C,C,E,B,D,2016
2076,39401665871,Presente,E,C,C,D,D,A,E,E,C,D,A,E,C,A,A,B,B,E,B,D,A,B,E,E,A,B,D,C,A,E,B,E,B,D,A,B,D,A,E,B,B,E,C,E,A,D,B,D,A,D,C,A,E,A,D,A,B,D,E,A,D,A,C,A,D,C,A,D,A,C,2016
2077,39402646255,Presente,E,B,C,E,A,B,D,D,E,C,E,E,D,B,A,B,B,B,B,C,A,A,C,B,A,A,A,C,D,C,B,A,B,D,C,A,A,B,D,E,A,E,D,D,B,C,B,E,E,C,D,D,A,A,D,E,E,D,E,A,D,A,A,A,E,C,A,C,B,C,2016
2079,39401642503,Presente,D,D,D,D,D,D,D,D,D,D,D,E,D,E,C,A,*,D,A,A,B,A,E,E,E,D,A,C,B,E,B,E,B,A,D,D,D,B,A,A,D,A,A,D,B,A,D,D,B,A,D,D,C,E,E,D,D,C,A,A,C,A,A,A,A,B,E,B,A,D,2016
2080,39401640858,Presente,E,B,C,D,E,A,D,E,D,C,C,A,D,D,C,B,D,C,D,B,E,C,A,B,A,B,A,E,E,C,E,E,D,B,E,E,C,C,D,C,B,E,E,B,B,D,C,E,E,D,B,D,A,C,A,C,D,C,A,C,E,E,D,A,B,C,C,E,D,D,2016
2081,39401670393,Presente,E,D,B,C,E,A,A,C,D,D,C,E,C,A,C,B,E,D,A,B,B,C,B,E,D,E,A,D,B,B,A,E,A,C,E,A,A,A,E,E,C,D,E,E,A,A,C,D,D,D,C,D,C,E,B,A,B,E,A,A,D,B,E,D,E,D,C,B,B,C,2016
2082,39401638183,Presente,E,A,C,C,B,A,B,E,E,A,D,E,B,C,C,B,E,D,E,A,B,A,C,B,D,D,B,B,C,A,B,A,D,B,D,A,D,B,D,C,A,A,B,D,E,D,A,B,D,B,B,C,D,C,E,C,E,D,D,B,C,A,A,D,C,A,A,B,B,D,2016
2083,39401635163,Presente,E,A,C,C,B,C,D,D,E,C,A,E,A,B,B,D,E,E,B,*,E,A,C,B,A,D,D,C,C,B,B,D,D,D,A,A,A,C,D,E,B,A,A,D,E,C,C,E,A,B,D,B,A,B,E,C,C,B,E,A,A,A,D,A,E,C,A,B,B,D,2016
2085,39401671200,Presente,C,C,B,D,C,A,E,D,E,C,D,A,C,E,A,B,C,A,B,B,A,B,D,D,A,A,D,C,B,B,B,D,E,C,D,E,A,A,B,A,E,C,D,D,D,B,A,C,B,A,D,B,B,C,B,A,B,D,A,C,D,E,A,C,E,C,C,D,B,C,2016
2086,39401673147,Presente,B,D,E,C,B,D,C,B,B,B,E,A,D,D,B,A,E,D,B,C,D,B,D,B,E,C,A,C,E,C,B,B,B,C,D,C,C,B,A,A,D,B,E,B,A,C,D,D,B,A,B,C,E,A,A,C,D,E,C,A,A,A,C,C,D,D,D,B,B,D,2016
2087,39401675155,Presente,E,B,C,C,B,C,E,B,A,A,B,E,B,C,B,E,C,D,B,B,E,B,A,E,A,D,D,C,C,E,B,A,B,D,E,A,A,A,C,B,D,E,D,B,B,C,C,D,D,B,E,D,C,C,B,A,D,B,A,B,C,D,C,D,E,B,B,D,B,E,2016
2089,39401670311,Presente,D,E,B,A,D,A,B,D,A,C,B,E,E,B,A,D,C,D,E,B,D,A,B,A,A,A,B,C,B,A,A,D,D,E,B,C,A,B,D,C,A,B,A,E,B,B,A,C,B,C,E,C,D,D,E,C,B,D,A,A,D,A,C,E,E,A,A,B,C,A,2016
2090,39401671090,Presente,E,B,E,D,A,A,E,C,E,C,D,E,D,C,C,B,E,E,C,C,E,A,C,B,A,D,D,C,E,C,A,B,C,D,E,B,C,C,E,A,E,D,C,C,B,D,B,E,D,D,D,A,B,C,A,E,B,D,E,C,D,A,B,A,E,C,E,D,B,C,2016
2092,39401638064,Presente,C,A,E,C,A,C,C,D,A,C,E,E,C,E,B,E,E,A,B,C,B,A,E,E,A,B,D,C,A,E,B,D,B,C,C,A,A,C,D,E,A,E,B,B,B,B,B,D,C,C,A,D,A,A,E,C,D,D,E,D,E,A,B,A,E,B,A,D,D,D,2016
2093,39401665857,Presente,B,C,B,C,E,A,A,D,B,C,E,E,D,C,B,A,B,C,D,E,B,A,B,E,A,B,C,D,A,B,B,A,C,E,A,A,B,C,E,A,C,E,C,D,A,C,D,D,A,B,A,D,C,A,D,D,D,E,C,C,C,A,A,B,E,C,B,C,D,A,2016
2094,39401673176,Presente,B,A,E,D,A,B,C,A,B,D,A,E,C,D,D,D,B,D,A,B,A,B,B,E,A,A,E,C,D,A,A,D,B,A,D,A,A,A,D,C,A,B,A,A,E,A,E,B,B,D,A,A,D,A,E,C,B,C,C,A,D,A,C,A,E,C,A,C,B,C,2016
2095,39401684439,Presente,E,A,E,E,D,B,C,B,A,C,D,E,D,B,D,B,D,E,B,C,E,A,E,E,D,B,E,C,C,E,B,A,B,E,C,A,A,A,D,C,E,A,A,E,B,A,D,E,E,D,C,A,E,A,D,E,A,C,E,D,B,E,A,A,B,C,A,E,B,C,2016
2097,39401684576,Presente,E,A,C,E,D,B,C,D,E,C,D,E,D,A,C,B,C,E,B,D,B,B,D,D,A,A,D,C,D,C,B,E,B,C,E,C,E,B,D,E,B,C,A,A,C,A,D,B,E,D,C,C,D,B,D,C,B,D,E,A,D,A,A,A,D,C,E,B,B,A,2016
2099,39401684345,Presente,D,D,C,B,C,A,B,D,D,B,B,E,D,A,C,B,C,A,A,E,E,B,B,B,A,A,C,C,A,E,B,D,B,E,D,A,A,B,E,C,A,C,C,C,B,E,D,E,A,C,D,B,D,C,E,C,D,D,B,C,B,A,C,C,E,B,B,D,B,B,2016
2101,39401684483,Presente,E,A,C,D,D,B,C,D,C,C,E,E,D,D,D,D,C,E,B,B,A,A,E,E,A,C,A,C,B,D,B,A,B,B,D,A,A,C,D,C,B,B,D,E,D,C,D,E,B,D,D,A,D,E,D,C,D,D,E,A,D,D,D,A,E,C,C,A,B,D,2016
2102,39401668150,Presente,E,A,C,E,A,B,C,B,C,C,A,E,D,B,D,D,B,E,B,B,A,B,E,E,A,D,A,C,D,C,B,C,D,E,A,A,A,A,D,C,A,B,B,C,A,C,D,B,E,D,C,A,D,E,D,E,A,D,E,A,A,E,D,A,E,C,A,C,B,A,2016
2103,39401671054,Presente,E,C,D,E,A,A,E,C,B,C,A,E,D,C,D,D,C,E,B,B,A,D,E,E,A,D,C,C,D,C,A,A,D,B,D,A,A,A,D,E,B,C,B,D,E,C,E,C,C,D,C,C,A,A,C,C,E,D,C,D,C,A,A,A,D,C,*,E,B,D,2016
2105,39401668134,Presente,E,A,E,A,D,B,E,C,B,C,E,E,D,A,C,B,D,A,B,D,B,A,C,B,A,D,B,C,D,C,D,A,E,C,B,A,A,C,D,B,B,E,A,C,D,E,C,E,C,D,B,A,A,B,C,E,C,A,E,A,C,A,B,A,E,E,C,C,B,D,2016
2106,39401635463,Presente,E,A,D,A,E,A,B,D,C,E,D,E,C,E,B,B,A,B,C,D,B,A,D,E,A,C,C,E,D,C,A,A,C,C,D,C,D,A,E,D,B,E,E,D,B,D,A,B,A,E,E,C,C,A,D,C,E,A,A,E,E,D,B,A,D,C,A,E,B,C,2016
2108,39402680411,Presente,E,B,D,B,C,B,E,A,C,C,D,E,D,B,C,B,B,E,B,E,A,C,C,B,A,E,A,C,B,C,B,D,B,B,D,A,D,B,E,C,D,E,C,C,C,E,B,D,C,B,C,E,D,A,B,A,C,D,E,A,E,A,C,A,E,B,D,E,B,D,2016
2109,39401637818,Presente,E,A,C,C,B,A,B,E,E,C,C,E,E,E,A,D,B,E,B,C,B,B,E,E,A,A,B,D,D,C,B,A,B,E,C,D,A,C,D,C,A,C,A,C,E,C,E,B,B,D,C,B,D,A,E,C,A,D,E,A,C,A,C,A,D,C,C,A,B,B,2016
2111,39401669271,Presente,C,B,C,E,C,B,B,C,C,A,E,E,D,C,A,D,C,E,B,C,E,A,E,E,A,D,D,C,D,D,B,A,B,A,C,A,A,B,D,D,A,A,D,E,B,A,C,E,B,D,A,A,A,D,D,E,D,E,E,A,D,A,A,A,E,C,A,C,D,D,2016
2112,39401670813,Presente,B,A,C,C,D,C,E,E,A,C,D,E,C,B,C,D,B,E,E,B,A,E,E,B,A,D,D,C,A,C,B,D,B,E,C,B,B,B,D,E,E,C,A,C,E,E,B,A,D,B,D,D,E,D,B,C,C,E,E,A,D,A,A,A,E,E,D,B,B,D,2016
2113,39401684873,Presente,A,B,D,C,A,B,B,E,D,A,C,E,D,A,C,B,A,D,B,D,E,A,E,B,A,D,A,A,B,C,A,D,B,C,E,E,A,B,E,A,B,B,B,C,E,C,B,D,E,D,C,D,A,A,B,A,E,E,E,A,D,A,C,A,A,C,C,C,A,D,2016
2114,39401640334,Presente,E,B,C,D,D,C,C,C,D,B,B,E,B,B,A,B,A,A,B,C,A,B,C,D,A,A,D,C,D,C,A,D,E,E,B,A,E,A,E,D,B,B,A,C,E,C,C,B,D,D,D,D,C,D,A,B,D,C,A,A,A,A,C,B,B,C,C,D,B,C,2016
2115,39401657477,Presente,E,A,B,C,D,C,C,C,C,C,E,E,C,B,B,E,B,A,D,B,B,B,E,E,A,C,D,C,C,B,B,C,B,C,E,A,A,C,D,B,A,B,D,E,B,C,C,E,C,D,C,B,C,B,E,C,D,D,A,E,B,A,A,A,B,D,C,B,C,B,2016
2116,39401667172,Presente,E,A,C,E,C,B,C,C,C,C,A,E,C,C,B,D,B,B,B,C,B,B,D,A,A,A,C,D,C,C,A,C,B,C,C,C,A,B,D,E,C,C,B,E,B,C,C,E,C,D,D,C,A,A,B,A,D,C,C,E,D,A,C,A,D,C,C,B,C,D,2016
2117,39401636324,Presente,A,A,C,C,A,A,C,B,D,C,B,E,D,E,D,C,C,E,A,C,E,B,E,E,A,C,A,C,D,C,B,E,B,A,C,A,A,C,D,B,B,C,E,C,A,E,D,A,E,D,B,A,A,B,E,C,A,B,E,A,D,A,C,A,E,C,D,B,B,D,2016
2118,39401640210,Presente,E,A,C,D,A,A,C,C,D,A,E,E,C,C,A,D,B,D,A,C,E,B,D,A,A,C,A,C,C,D,B,D,A,B,B,A,A,B,D,B,B,B,B,C,B,C,B,A,B,D,E,A,C,A,B,A,B,D,E,D,D,A,C,E,D,B,B,B,B,D,2016
2119,39401641181,Presente,C,C,C,C,C,C,C,C,D,D,E,E,B,B,B,B,B,D,B,B,B,B,C,B,A,A,C,C,D,A,B,C,E,C,B,B,A,B,C,C,A,A,B,C,E,B,C,E,C,B,C,B,C,A,A,D,D,D,E,C,D,A,A,A,*,A,B,C,C,C,2016
2120,39401675139,Presente,C,D,B,C,D,D,D,B,D,C,A,E,D,E,B,D,E,D,B,B,E,A,D,B,B,C,A,C,D,A,B,E,B,C,A,A,A,C,D,A,B,D,A,C,A,C,D,C,B,D,C,A,A,B,D,C,B,A,E,A,D,A,C,A,E,C,A,B,E,D,2016
2121,39401652182,Presente,E,A,C,C,E,B,B,B,E,D,E,E,E,B,B,D,B,E,B,B,E,B,A,E,A,D,E,C,D,C,B,D,E,E,E,A,A,A,D,E,A,A,A,B,E,C,E,B,B,C,E,D,D,A,B,C,A,E,C,A,D,A,D,A,E,C,A,E,B,D,2016
2122,39401668230,Presente,E,A,B,C,B,B,C,E,C,D,E,A,C,C,B,D,B,E,B,C,A,C,D,E,A,A,E,C,C,E,B,C,B,C,B,C,A,C,E,E,C,D,C,A,C,C,B,C,C,D,C,E,C,A,C,C,C,D,C,A,C,A,C,A,E,B,C,C,B,C,2016
2123,39401678665,Presente,E,A,D,C,A,A,E,B,C,B,E,E,B,C,C,A,B,A,E,B,E,A,E,E,A,B,B,C,D,A,A,C,D,B,D,E,A,B,D,A,E,B,C,B,E,C,A,E,D,B,D,A,B,D,E,C,E,A,D,D,D,B,D,A,E,C,E,A,B,B,2016
2125,39402671858,Presente,E,A,C,D,A,A,C,E,B,B,A,E,D,D,A,D,E,E,B,B,B,D,E,E,B,D,A,C,E,E,B,A,B,D,E,A,A,C,D,C,B,C,A,E,D,C,E,E,B,D,C,A,E,A,D,C,A,E,C,A,D,A,B,A,E,C,C,C,B,C,2016
2127,39401666021,Presente,E,A,D,E,A,B,E,E,A,C,D,E,D,D,D,D,B,E,B,B,B,B,E,E,A,D,A,C,D,C,B,A,B,E,A,A,A,C,D,E,A,A,A,A,B,C,E,E,B,E,B,A,A,E,D,A,A,D,C,A,D,A,E,A,D,C,C,C,B,D,2016
2128,39401669420,Presente,E,D,B,B,B,D,D,E,D,B,D,E,D,D,A,B,B,E,A,B,D,C,E,E,B,B,D,C,D,D,A,D,C,E,D,C,B,C,B,B,A,A,B,E,C,D,D,D,B,D,D,B,D,C,C,C,D,D,D,A,E,E,E,A,E,B,A,B,D,D,2016
2129,39401677821,Presente,C,A,C,C,B,C,D,D,B,B,D,E,E,C,C,D,A,D,A,B,A,B,B,E,A,D,A,C,B,D,B,A,E,C,D,C,A,C,E,A,C,E,E,E,C,B,C,C,E,B,B,D,A,A,C,A,E,D,E,C,D,A,A,E,E,C,B,C,B,D,2016
2130,39401641023,Presente,E,A,D,C,E,D,B,C,D,E,B,E,D,C,B,B,A,A,B,D,E,C,B,D,A,C,B,A,E,C,B,D,C,D,C,A,B,B,D,E,B,E,E,E,B,D,A,A,B,B,E,B,C,C,B,C,D,A,E,D,C,D,A,B,B,D,A,B,C,A,2016
2131,39401665557,Presente,E,B,D,B,C,B,C,E,C,D,D,B,E,D,C,D,D,B,B,D,E,B,E,E,A,D,B,C,A,C,B,D,B,C,E,A,A,B,D,D,B,A,E,E,A,C,B,B,E,B,E,B,C,E,E,C,D,C,B,A,E,D,B,A,A,C,A,B,B,D,2016
2132,39401635276,Presente,E,A,D,D,A,B,D,D,C,C,A,E,D,B,B,D,B,E,B,A,A,B,E,E,A,C,D,C,A,A,B,A,C,C,C,A,A,A,D,D,B,E,B,D,B,A,B,E,A,E,D,D,A,A,D,C,D,A,E,D,C,A,D,A,E,C,C,D,D,C,2016
2133,39401640662,Presente,C,A,E,B,C,C,C,C,C,C,C,E,C,C,B,C,C,D,C,C,E,A,C,B,B,C,A,C,C,A,B,D,C,E,A,C,A,B,E,D,D,C,B,B,B,C,B,D,A,A,D,A,A,C,D,E,A,C,B,A,C,A,C,A,E,C,B,B,B,D,2016
2134,39401643632,Presente,C,C,D,C,C,C,C,C,C,C,C,E,E,C,B,C,B,D,B,C,C,C,B,E,A,C,C,C,D,A,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,A,C,C,C,D,C,C,C,C,C,C,C,D,C,A,2016
2135,39401636682,Presente,E,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C,D,B,C,B,B,A,E,A,D,A,C,D,D,B,C,E,D,D,D,A,C,D,D,D,D,D,C,D,D,D,D,D,D,D,E,D,C,D,C,D,D,B,A,D,E,D,E,E,C,D,D,D,E,2016
2136,39401640078,Presente,E,D,B,C,D,A,A,D,B,B,D,E,D,C,C,A,B,E,B,C,A,B,D,E,A,E,D,C,B,E,B,E,B,C,A,A,A,C,D,C,D,E,B,D,B,C,C,E,B,E,C,A,A,B,E,E,D,A,C,D,A,A,E,A,E,B,C,E,C,D,2016
