,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Análise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algorítmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
925,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101809803-3,"1,042E+11",1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,26.0
926,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",42101831197-1,"1,037E+11",1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,27.0
927,Mestrado/Doutorado,Bancos de Dados,42101809587-7,"1,021E+11",2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,37.0
928,Mestrado/Doutorado,Computação Gráfica e Processamento de Imagens,42101833632-1,"1,03901E+11",2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,39.0
929,Mestrado/Doutorado,Computação Científica e Aplicada,42101829502-2,"1,05102E+11",1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,24.0
930,Mestrado/Doutorado,Ciência de Dados,42101816337-8,"1,014E+11",0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,23.0
931,Mestrado/Doutorado,Aprendizado de Máquina,42101812620-6,"1,05102E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,28.0
932,Mestrado/Doutorado,Sistemas Embarcadas e Distribuídos,42101809626-5,"1,018E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0
933,Mestrado/Doutorado,Teoria da Computação,42101809637-3,"1,00701E+11",2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,36.0
934,Mestrado/Doutorado,Sistemas de Informação,42101828602-3,"1,034E+11",1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,32.0
935,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101823325-6,"1,048E+11",0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,27.0
936,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101833653-8,"1,05102E+11",1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,52.0
937,Mestrado/Doutorado,Computação Aplicada,42101829620-6,"1,037E+11",2.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,27.0
938,Mestrado/Doutorado,Computação Quântica,42101832251-2,"1,00701E+11",1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,34.0
939,Mestrado/Doutorado,Sistemas Embarcados,42101828020-6,"1,038E+11",2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,33.0
940,Mestrado/Doutorado,Inteligência Artificial,42101811313-0,"1,042E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
941,Mestrado/Doutorado,Redes de Computadores,42101810207-8,"1,023E+11",1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
942,Mestrado/Doutorado,Inteligência Computacional,42101833400-2,"1,018E+11",1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,32.0
943,Mestrado/Doutorado,Modelagem computacional do sistema solo-planta-animal,42101834837-2,"1,005E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,25.0
944,Mestrado/Doutorado,Engenharia de Software e Linguagens de Programação,42101835624-6,"1,024E+11",2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,27.0
945,Mestrado/Doutorado,Inteligência Artificial,42101834491-2,"1,03901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
946,Mestrado/Doutorado,Inteligência Computacional,42101809711-4,"1,013E+11",0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
947,Mestrado/Doutorado,Metodologia e técnicas de computação,42101811887-3,"1,029E+11",2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,30.0
948,Mestrado/Doutorado,Engenharia de Software,42101809907-0,"1,027E+11",2.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,35.0
949,Mestrado/Doutorado,Engenharia de Software,42101812677-7,"1,029E+11",0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,24.0
950,Mestrado/Doutorado,Computação Aplicada,42101809598-5,"1,052E+11",1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,26.0
951,Mestrado/Doutorado,Analise de desempenho de sistemas de computação,42101834821-4,"1,008E+11",1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,30.0
952,Mestrado/Doutorado,Qualidade de Software,42101835805-4,"1,018E+11",1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,28.0
953,Mestrado/Doutorado,Teoria da Computação,42101812076-3,"1,01E+11",0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,38.0
954,Mestrado/Doutorado,Engenharia de Software,42101834264-3,"1,027E+11",1.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,36.0
955,Mestrado/Doutorado,Sistemas de Informação,42101809301-7,"1,029E+11",1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,27.0
956,Mestrado/Doutorado,Otimização Combinatória,42101829298-4,"1,042E+11",2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,34.0
957,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101810382-0,"1,00701E+11",1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,27.0
958,Mestrado/Doutorado,Processamento Paralelo e Distribuído,42101824960-9,"1,03901E+11",1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,29.0
959,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101816245-9,"1,048E+11",3.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,32.0
960,Mestrado/Doutorado,Sistemas Computacionais,42101809926-7,"1,00701E+11",1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,33.0
961,Mestrado/Doutorado,Sistemas de Computação,42101832523-0,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
962,Mestrado/Doutorado,Engenharia de Software,42101835707-7,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
963,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101811886-3,"1,021E+11",2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,34.0
964,Mestrado/Doutorado,Realidade Virtual e Aumentada,42101829240-3,"1,024E+11",0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,27.0
965,Mestrado/Doutorado,Ciência de Dados,42101810334-0,"1,01E+11",1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,40.0
966,Mestrado/Doutorado,Gerência de dados da Web,42101833212-6,"1,008E+11",3.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,40.0
967,Mestrado/Doutorado,Sistemas de Informação e Computação,42101809605-9,"1,021E+11",1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,29.0
968,Mestrado/Doutorado,Sistemas de Informação e Computação,42101831803-9,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
969,Mestrado/Doutorado,Ciência da computação,42101829250-1,"1,043E+11",1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,41.0
970,Mestrado/Doutorado,Inteligência Computacional,42101809237-4,"1,01601E+11",2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,27.0
971,Mestrado/Doutorado,Computação Aplicada,42101834894-1,"1,042E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
972,Mestrado/Doutorado,"Computação Gráfica, Imagens e Visualização",42101831659-5,"1,047E+11",3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,54.0
973,Mestrado/Doutorado,Segurança e Criptografia Aplicada,42101833918-7,"1,047E+11",2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,47.0
974,Mestrado/Doutorado,Aprendizado de Máquina,42101809659-0,"1,05102E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
975,Mestrado/Doutorado,Tecnologia da Informação,42101818406-3,"1,013E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
976,Mestrado/Doutorado,Desenvolvimento de Sistemas Operacionais,42101834656-4,"1,00701E+11",0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0
977,Mestrado/Doutorado,Processamento Gráfico e Inteligência Computacional,42101835712-5,"1,024E+11",2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,27.0
978,Mestrado/Doutorado,Sistemas de Computação,42101809859-4,"1,054E+11",1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,27.0
979,Mestrado/Doutorado,Segurança de Dados e Criptografia,42101834245-7,"1,022E+11",1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,26.0
980,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,42101834829-4,"1,012E+11",1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,36.0
981,Mestrado/Doutorado,Tecnologias Educacionais e Assistivas.,42101832799-1,"1,021E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,27.0
982,Mestrado/Doutorado,Otimização e Inteligência Computacional,42101831574-4,"1,05301E+11",1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,34.0
983,Mestrado/Doutorado,Interação Humano-Computador,42101811379-9,"1,055E+11",2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,27.0
984,Mestrado/Doutorado,Inteligência Computacional,42101831144-0,"1,047E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,26.0
985,Mestrado/Doutorado,"Desenvolvimento Dirigido a Modelos MDD - Model-driven Development,",42101810195-4,"1,014E+11",2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,36.0
986,Mestrado/Doutorado,Sistemas de Informação,42101820810-5,"1,019E+11",2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,32.0
987,Mestrado/Doutorado,Inteligência Computacional,42101809407-4,"1,017E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
988,Mestrado/Doutorado,Modelos e Arquiteturas para Sistemas Inteligentes,42101823529-0,"1,055E+11",2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,31.0
989,Mestrado/Doutorado,Organizações,42101833318-3,"1,037E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
990,Mestrado/Doutorado,Metodologia e Técnicas da Computação,42101833854-2,"1,027E+11",0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,35.0
991,Mestrado/Doutorado,Sistemas Embarcados,42101809805-3,"1,018E+11",1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,33.0
992,Mestrado/Doutorado,Inteligência Computacional,42101816496-4,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
993,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101810358-6,"1,018E+11",1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,40.0
994,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",42101827758-5,"1,045E+11",1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,29.0
995,Mestrado/Doutorado,Computação Gráfica,42101831680-0,"1,05301E+11",1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,28.0
996,Mestrado/Doutorado,Fundamentos da Computação,42101810647-0,"1,045E+11",1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,37.0
997,Mestrado/Doutorado,Sistemas de Informação,42101834273-1,"1,021E+11",1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,38.0
998,Mestrado/Doutorado,Sistemas de Computação,42101827263-7,"1,021E+11",2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,35.0
999,Mestrado/Doutorado,Engenharia de Software e Linguagens de Programação,42101810858-2,"1,01E+11",2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,28.0
1000,Mestrado/Doutorado,Bancos de Dados,42101811566-5,"1,018E+11",2.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,47.0
1001,Mestrado/Doutorado,Computação Aplicada,42101816809-0,"1,019E+11",1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,30.0
1002,Autoavaliação,,42102829916-3,"1,05102E+11",1.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,42.0
1003,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101833811-0,"1,052E+11",2.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,44.0
1004,Mestrado/Doutorado,Fundamentos e Métodos de Computação,42101833327-1,"1,009E+11",2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,25.0
1005,Mestrado/Doutorado,metodologia e técnicas de programação,42101834540-9,"1,056E+11",2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,28.0
1006,Mestrado/Doutorado,Processamento de Imagens e Sinais: Algoritmos e Arquiteturas,42101811964-4,"1,047E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Mestrado/Doutorado,Sistemas Distribuídos e Redes de Computadores,42101834029-6,"1,042E+11",0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0
1008,Mestrado/Doutorado,Engenharia de Software,42101835798-0,"1,024E+11",0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,22.0
1009,Mestrado/Doutorado,IHC,42101827067-2,"1,004E+11",3.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,36.0
1010,Mestrado/Doutorado,Computação Aplicada,42101834158-8,"1,05E+11",3.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,38.0
1011,Autoavaliação,,42102825796-9,"1,001E+11",1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,32.0
1012,Autoavaliação,,42102832744-4,"1,014E+11",0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,23.0
1013,Mestrado/Doutorado,Bioinformática e Biologia Computacional,42101830615-6,"1,047E+11",2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,36.0
1014,Mestrado/Doutorado,Agentes de Software,42101833365-4,"1,01601E+11",1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,25.0
1015,Mestrado/Doutorado,Sistemas Distribuídos e Redes de Computadores,42101833576-7,"1,006E+11",0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,26.0
1016,Mestrado/Doutorado,Gestão da Informação,42101809855-4,"1,00701E+11",2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,22.0
1017,Autoavaliação,,42102824551-5,"1,05E+11",3.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,28.0
1018,Mestrado/Doutorado,Sistemas de Computação,42101811481-4,"1,046E+11",1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,31.0
1019,Mestrado/Doutorado,Modelagem e Métodos Computacionais,42101810518-8,"1,014E+11",0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,25.0
1020,Mestrado/Doutorado,Teoria da Computação,42101832383-4,"1,012E+11",1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,43.0
1021,Mestrado/Doutorado,"Desenvolvimento Dirigido a Modelos MDD - Model-driven Development,",42101835474-2,"1,03901E+11",0.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,28.0
1022,Mestrado/Doutorado,Computação Aplicada,42101821479-1,"1,044E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
