,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Álgebra Linear,NOTA Análise Combinatória,NOTA Calculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algoritmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
867,Mestrado/Doutorado,Sistemas de Computação \ Redes de Computadores,51801365267-5,"1,00401E+11",3.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,30.0
868,Mestrado/Doutorado,Inteligência Computacional,51801370499-8,"1,04401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
869,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",51801393751-7,"1,05102E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
870,Mestrado/Doutorado,Sistemas de Computação,51801389111-3,"1,02001E+11",3.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,41.0
871,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,51801354754-1,"1,01801E+11",2.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,36.0
872,Mestrado/Doutorado,Otimização,51801377030-4,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
873,Mestrado/Doutorado,Inteligência Computacional,51801354726-7,"1,04601E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0
874,Mestrado/Doutorado,Sistemas Distribuídos,51801355529-9,"1,05102E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
875,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,51801393490-8,"1,01801E+11",1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,30.0
876,Mestrado/Doutorado,Teoria dos Grafos,51801373755-6,"1,04301E+11",1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,25.0
877,Mestrado/Doutorado,Análise de Algoritmos,51801389293-6,"1,04701E+11",2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0
878,Mestrado/Doutorado,Tecnologia da Informação,51801376898-5,"1,05001E+11",0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12.0
879,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801392287-9,"1,01701E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
880,Mestrado/Doutorado,Computação Aplicada,51801354796-4,"1,05201E+11",3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,31.0
881,Mestrado/Doutorado,Inteligência Computacional,51801395535-9,"1,01801E+11",3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,31.0
882,Autoavaliação,,51802392133-4,"1,02001E+11",0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,16.0
883,Mestrado/Doutorado,Ciências de Computação,51801355592-6,"1,01201E+11",3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,51.0
884,Mestrado/Doutorado,Engenharia de Software,51801396788-0,"1,05301E+11",2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,24.0
885,Mestrado/Doutorado,Engenharia de software,51801353940-1,"1,02301E+11",3.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,30.0
886,Autoavaliação,,51802392454-2,"1,01901E+11",2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,31.0
887,Mestrado/Doutorado,Inteligência Computacional,51801382060-2,"1,05601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
888,Mestrado/Doutorado,Metodologia e Tecnicas de Computação,51801391515-7,"1,02601E+11",2.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,39.0
889,Mestrado/Doutorado,Inteligência artificial,51801390728-3,"1,02901E+11",2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,35.0
890,Mestrado/Doutorado,Ciências de Computação,51801355633-4,"1,05102E+11",1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,28.0
891,Mestrado/Doutorado,Inteligência Artificial,51801388157-0,"1,05201E+11",2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0
892,Mestrado/Doutorado,Engenharia de Software,51801394791-6,"1,01801E+11",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0
893,Mestrado/Doutorado,Banco de Dados e Engenharia de Software,51801364430-9,"1,00801E+11",0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0
894,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801389705-9,"1,01801E+11",2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,43.0
895,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Linguagens de Programação,51801387847-6,"1,04601E+11",1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
896,Mestrado/Doutorado,Computação Aplicada,51801354408-9,"1,05201E+11",1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,28.0
897,Mestrado/Doutorado,Sistemas Embarcados e de Tempo Real,51801396873-0,"1,00301E+11",2.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,42.0
898,Mestrado/Doutorado,Forense Computacional,51801391361-3,"1,01601E+11",1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0
899,Mestrado/Doutorado,Ciência dos Dados,51801395564-3,"1,02001E+11",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,22.0
900,Mestrado/Doutorado,Teoria,51801354458-0,"1,02501E+11",2.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0
901,Mestrado/Doutorado,eScience,51801394466-0,"1,01601E+11",0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,16.0
902,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",51801393911-9,"1,02801E+11",1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,30.0
903,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",51801390038-0,"1,01101E+11",3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,46.0
904,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801373671-5,"1,05103E+11",3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,43.0
905,Mestrado/Doutorado,Ciência Computacional,51801374226-1,"1,01901E+11",0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,29.0
906,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801354198-0,"1,04201E+11",3.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0
907,Mestrado/Doutorado,Banco de Dados,51801394350-4,"1,02901E+11",2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,28.0
908,Mestrado/Doutorado,Aprendizagem de Máquina e Mineracão,51801354049-2,"1,03401E+11",1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,28.0
909,Autoavaliação,,51802397478-0,"1,05103E+11",0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,23.0
910,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801394634-0,"1,04201E+11",1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0
911,Mestrado/Doutorado,Sistemas de Computação,51801367732-0,"1,01901E+11",2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,27.0
912,Mestrado/Doutorado,Informática na Educação,51801394913-5,"1,05601E+11",0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,19.0
913,Mestrado/Doutorado,Ciência Computacional,51801390620-6,"1,04201E+11",1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,21.0
914,Mestrado/Doutorado,Sistemas de Computação \ Sistemas Inteligentes,51801396677-5,"1,05201E+11",2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,30.0
915,Mestrado/Doutorado,Engenharia de software,51801354764-0,"1,02002E+11",1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,23.0
916,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,51801394919-5,"1,05201E+11",0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,30.0
917,Mestrado/Doutorado,Biologia Computacional,51801370579-9,"1,05201E+11",1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0
918,Mestrado/Doutorado,Tecnologia da Informação,51801354476-6,"1,05201E+11",2.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,41.0
919,Autoavaliação,,51802367624-8,"1,01901E+11",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,19.0
920,Mestrado/Doutorado,Inteligência artificial,51801365264-5,"1,00801E+11",2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
921,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,51801390390-1,"1,01001E+11",0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,29.0
922,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",51801391771-0,"1,05103E+11",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0
923,Mestrado/Doutorado,Banco de Dados,51801394858-0,"1,05202E+11",1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,22.0
924,Mestrado/Doutorado,Inteligência Computacional,51801393971-8,"1,00201E+11",3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,31.0
925,Mestrado/Doutorado,Ciência Computacional,51801394303-3,"1,01901E+11",1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,20.0
926,Mestrado/Doutorado,Sistemas de Computação,51801393484-0,"1,01901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
927,Mestrado/Doutorado,Banco de Dados e Imagens,51801395523-0,"1,05301E+11",1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,33.0
928,Mestrado/Doutorado,Interface Humano-Computador,51801354644-6,"1,04701E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
929,Mestrado/Doutorado,Sistemas de Informação,51801394175-6,"1,01901E+11",1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,31.0
930,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,51801393476-1,"1,04201E+11",1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,24.0
931,Autoavaliação,,51802366523-4,"1,02101E+11",3.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
932,Autoavaliação,,51802392831-5,"1,03901E+11",3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,33.0
933,Mestrado/Doutorado,Teoria da Computação,51801394310-1,"1,04201E+11",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,16.0
934,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801395134-0,"1,05001E+11",2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,25.0
935,Mestrado/Doutorado,Inteligência Artificial,51801354580-1,"1,01201E+11",1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,19.0
936,Mestrado/Doutorado,Inteligencia Computacional,51801369729-4,"1,00702E+11",1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,26.0
937,Mestrado/Doutorado,Inteligência Computacional,51801354572-3,"1,00401E+11",2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0
938,Mestrado/Doutorado,Teoria dos Grafos e Combinatória,51801381443-9,"1,01201E+11",1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,37.0
939,Mestrado/Doutorado,Aprendizado de Maquina e Interação,51801395663-0,"1,02002E+11",0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0
940,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",51801392812-5,"1,05103E+11",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0
941,Mestrado/Doutorado,Arquitetura de Sistemas Computacionais,51801354619-1,"1,05001E+11",1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,30.0
942,Mestrado/Doutorado,Mecânica dos Fluidos Computacional / Otimização / Modelos Estocásticos,51801390041-9,"1,00601E+11",3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0
943,Mestrado/Doutorado,"Análise de Dados, Descoberta de Conhecimento e Recuperação de Informação",51801392413-6,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
944,Mestrado/Doutorado,Inteligência Artificial,51801393987-6,"1,03901E+11",3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,55.0
945,Mestrado/Doutorado,Computação Aplicada \ Sistemas de Computação,51801396374-3,"1,05103E+11",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.0
946,Mestrado/Doutorado,Sistemas de Computação,51801356312-2,"1,05001E+11",1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0
947,Mestrado/Doutorado,Tecnologia da Informação,51801395427-3,"1,05001E+11",3.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,47.0
948,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801389331-4,"1,00301E+11",2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,28.0
949,Mestrado/Doutorado,Engenharia de software,51801353960-8,"1,03401E+11",2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,42.0
950,Mestrado/Doutorado,Processamento de Imagens e Sinais,51801376639-1,"1,04701E+11",1.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,29.0
951,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,51801393463-3,"1,02901E+11",1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,34.0
952,Mestrado/Doutorado,Redes de computadores e de telecomunicações,51801394409-0,"1,01602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
953,Mestrado/Doutorado,Computação Aplicada \ Inteligência Computacional,51801374751-2,"1,04801E+11",3.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,40.0
954,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801392604-2,"1,01201E+11",2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,31.0
955,Mestrado/Doutorado,Teoria da Computação,51801395286-8,"1,01201E+11",1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,27.0
956,Mestrado/Doutorado,Computação Paralela e Distribuída,51801353985-4,"1,04601E+11",2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0
957,Mestrado/Doutorado,Visão Computacional,51801381894-9,"1,02002E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
958,Mestrado/Doutorado,Sistemas de Informação,51801354095-3,"1,00702E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
959,Mestrado/Doutorado,Computação Aplicada,51801392445-0,"1,04601E+11",3.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,32.0
960,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801395469-6,"1,01101E+11",1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,20.0
961,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,51801392124-2,"1,01001E+11",1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,30.0
962,Mestrado/Doutorado,Gerenciamento de Dados e Informações,51801386158-7,"1,00801E+11",2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,35.0
963,Mestrado/Doutorado,Sistemas Distribuídos,51801393560-0,"1,04701E+11",1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,30.0
964,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801354662-2,"1,01602E+11",3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,44.0
