CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,ACERTOS Matemática Discreta,NOTA Matemática Discreta,ACERTOS Cálculo Diferencial Integral,NOTA Cálculo Diferencial Integral,ACERTOS Álgebra Linear,NOTA Álgebra Linear,ACERTOS Geometria Analítica,NOTA Geometria Analítica,ACERTOS Análise Combinatória,NOTA Análise Combinatória,ACERTOS Probabilidade e Estatística,NOTA Probabilidade e Estatística,ACERTOS Lógica Matemática,NOTA Lógica Matemática,ACERTOS Organização de Arquivos e Dados,NOTA Organização de Arquivos e Dados,ACERTOS Técnicas de Programação,NOTA Técnicas de Programação,ACERTOS Circuitos Digitais,NOTA Circuitos Digitais,ACERTOS Análise de Algoritmos,NOTA Análise de Algoritmos,ACERTOS Teoria dos Grafos,NOTA Teoria dos Grafos,"ACERTOS Linguagens Formais, Autômatos e Computabilidade","NOTA Linguagens Formais, Autômatos e Computabilidade",ACERTOS Algoritmos e Estruturas de Dados,NOTA Algoritmos e Estruturas de Dados,ACERTOS Linguagens de Programação,NOTA Linguagens de Programação,ACERTOS Sistemas Operacionais,NOTA Sistemas Operacionais,ACERTOS Arquitetura e Organização de Computadores,NOTA Arquitetura e Organização de Computadores,ACERTOS Rede de Computadores,NOTA Rede de Computadores,ACERTOS Computação Gráfica,NOTA Computação Gráfica,ACERTOS Inteligência Artificial,NOTA Inteligência Artificial,ACERTOS Engenharia de Software,NOTA Engenharia de Software,ACERTOS Sistemas Distribuídos,NOTA Sistemas Distribuídos,ACERTOS Compiladores,NOTA Compiladores,ACERTOS Processamento de Imagens,NOTA Processamento de Imagens,ACERTOS Banco de Dados,NOTA Banco de Dados,ACERTOS TO,NOTA TOTAL TO
Mestrado/Doutorado,Sistemas Inteligentes,39401640893-8,"1,01E+11",2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,25.0
Mestrado/Doutorado,Teoria dos Grafos,39401638881-5,"1,05E+11",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,30.0
Mestrado/Doutorado,Engenharia de Software e Usabilidade,39401674240-5,"1,01E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Otimização Combinatória,39401684323-1,"1,02E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,28.0
Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,39401647623-0,"1,04E+11",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
Mestrado/Doutorado,Arquitetura e Projeto de Sistemas Computacionais,39401640001-6,"1,04E+11",2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,45.0,45.0
Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação,39401640224-7,"1,02E+11",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,25.0
Mestrado/Doutorado,Inteligência Artificial,39401635780-9,"1,04E+11",0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,24.0,24.0
Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401648993-6,"1,05E+11",2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,43.0,43.0
Mestrado/Doutorado,Otimização e Inteligência Computacional,39401641430-6,"1,03E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Engenharia de Software,39401656394-5,"1,02E+11",0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,28.0
Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401684105-0,"1,02E+11",1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
Mestrado/Doutorado,Informática na Educação,39401656777-8,"1,05E+11",0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,24.0
Mestrado/Doutorado,Sistemas de Informação para a Web,39401641611-4,"1,03E+11",1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,28.0
Mestrado/Doutorado,Elaboração de Software Educativo e Objetos de Aprendizagem,39401670221-3,"1,02E+11",2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,32.0,32.0
Mestrado/Doutorado,Computação em Nuvens,39401652462-2,"1,02E+11",1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,26.0
Mestrado/Doutorado,Análise de Padrões em Dados,39401643472-1,"1,04E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Inteligência Artificial,39401648879-2,"1,01E+11",2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,26.0
Mestrado/Doutorado,COMPUTAÇÃO APLICADA,39401664516-7,"1,01E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Modelagem Computacional,39401666734-0,"1,05E+11",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0
Mestrado/Doutorado,Sistemas Distribuídos e Programação Concorrente,39401668233-7,"1,05E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Metodologia e Técnicas de Computação,39401637336-1,"1,05E+11",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,19.0,19.0
Mestrado/Doutorado,Engenharia  de software,39401675847-5,"1,02E+11",0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.0,21.0
Autoavaliação,0,39402645148-1,"1,05E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Algoritmos Paralelos e Distribuídos,39401640035-0,"1,05E+11",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
Mestrado/Doutorado,Otimização em Engenharia de Software,39401636165-5,"1,02E+11",2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,26.0
Mestrado/Doutorado,Bioinformática,39401658556-0,"1,05E+11",0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,31.0,31.0
Mestrado/Doutorado,Processamento Gráfico,39401657500-2,"1,04E+11",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,27.0
Mestrado/Doutorado,Sistemas de Gestão Empresarial,39401640283-6,"1,01E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Sistema de Computação,39401640890-8,"1,01E+11",0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,29.0
Mestrado/Doutorado,Computação Aplicada,39401639175-2,"1,05E+11",1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,28.0
Autoavaliação,0,39402638443-7,"1,05E+11",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,27.0,27.0
Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,39401668530-9,"1,05E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Engenharia de Software e Banco de Dados,39401684720-0,"1,02E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Sistemas de Apoio a Negócios,39401641272-4,"1,04E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuídos,39401645933-8,"1,00E+11",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,22.0
Mestrado/Doutorado,Linguagens e Ambientes de Programação,39401643487-0,"1,01E+11",1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,34.0,34.0
Mestrado/Doutorado,Tecnologia da Informação,39401635333-9,"1,05E+11",1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,39.0,39.0
Mestrado/Doutorado,Processamento Gráfico e Inteligência Computacional,39401639245-5,"1,03E+11",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,34.0
Mestrado/Doutorado,Descoberta do Conhecimento e Aprendizagem de Máquina,39401670865-0,"1,02E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado/Doutorado,Sistemas de Computação,39401636514-3,"1,05E+11",0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0
Mestrado/Doutorado,Bioinformática Estrutural,39401648265-0,"1,01E+11",1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0
Mestrado/Doutorado,Sistemas de Data Mining,39401676970-3,"1,05E+11",1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0
Mestrado/Doutorado,Engenharia de Software e Usabilidade,39401671562-4,"1,01E+11",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,35.0,35.0
Mestrado/Doutorado,Computação Forense,39401658352-5,"1,05E+11",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,21.0,21.0
Mestrado/Doutorado,Redes de Sensores sem fio,39401642887-2,"1,05E+11",1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,27.0
Mestrado/Doutorado,Educação à Distância,39401665303-0,"1,03E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,23.0
Mestrado/Doutorado,Mecânica dos Fluidos Computacional,39401669286-4,"1,05E+11",2.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,24.0,24.0
Mestrado/Doutorado,"PROCESSAMENTO GRÁFICO, INTERAÇÃO E COMPUTAÇÃO APLICADA",39401639984-9,"1,02E+11",1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,36.0,36.0
Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401640188-9,"1,01E+11",2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,31.0,31.0
Mestrado/Doutorado,Computação Visual e Sistemas Inteligentes,39401665105-6,"1,05E+11",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0
Mestrado/Doutorado,Computação Evolutiva,39401642241-6,"1,01E+11",0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,23.0
