,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
1201,Mestrado/Doutorado,Microeletrônica,39401683599-7,"1,04E+11",2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,32.0
1202,Mestrado/Doutorado,Big Data,39401649289-3,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Mestrado/Doutorado,Computação Bioinspirada,39401675195-5,"1,00E+11",0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0
1204,Mestrado/Doutorado,Computação Aplicada a Biociências,39401662256-5,"1,05E+11",1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,32.0
1205,Mestrado/Doutorado,Metodologia da Computação,39401668873-3,"1,04E+11",1.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,46.0
1206,Mestrado/Doutorado,Gestão de Riscos,39401670802-0,"1,01E+11",2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,31.0
1207,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL,39401668244-5,"1,02E+11",1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,35.0
1208,Mestrado/Doutorado,Matemática Discreta e Combinatória,39401677265-0,"1,01E+11",2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0
1209,Mestrado/Doutorado,Otimização e Inteligência Computacional,39401663029-2,"1,02E+11",0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,26.0
1210,Mestrado/Doutorado,Computação Visual e Sistemas Inteligentes,39401670137-4,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Mestrado/Doutorado,Inteligência Computacional,39401672914-9,"1,02E+11",1.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,37.0
1212,Mestrado/Doutorado,Infraestrutura de TI,39401657684-5,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Mestrado/Doutorado,Banco de Dados,39401671004-9,"1,02E+11",0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0
1214,Mestrado/Doutorado,Gestão de Riscos,39401684678-4,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Autoavaliação,,39402664379-5,"1,01E+11",1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,24.0
1216,Mestrado/Doutorado,FUNDAMENTOS DE COMPUTAÇÃO,39401641257-8,"1,02E+11",3.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,37.0
1217,Mestrado/Doutorado,Redes de Computadores e de Telecomunicações,39401684969-8,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401671878-4,"1,01E+11",0.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,41.0
1219,Mestrado/Doutorado,SISTEMAS DISTRIBUÍDOS E REDES DE COMPUTADORES,39401681978-7,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Mestrado/Doutorado,Sistemas Computacionais Complexos,39401635748-6,"1,05E+11",1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,29.0
1221,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória, e Teoria da Computação",39401671252-4,"1,03E+11",0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,22.0
1222,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401683815-3,"1,02E+11",1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,25.0
1223,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401683836-0,"1,04E+11",0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,32.0
1224,Mestrado/Doutorado,Sistemas de Informação,39401669771-2,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Mestrado/Doutorado,Sistemas de Informação e Computação,39401641422-8,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Mestrado/Doutorado,Engenharia  de software,39401643788-1,"1,04E+11",0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,34.0
1227,Mestrado/Doutorado,"ENGENHARIA DE SOFTWARE, BANCO DE DADOS E INFORMÁTICA E EDUCAÇÃO",39401663606-0,"1,02E+11",1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,24.0
1228,Mestrado/Doutorado,"Sistemas Embarcados, Evoluídos e Robóticos",39401668479-4,"1,00E+11",0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0
1229,Mestrado/Doutorado,Inteligência Computacional,39401683783-3,"1,02E+11",1.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,32.0
1230,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL  ,39401669179-9,"1,02E+11",1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,31.0
1231,Mestrado/Doutorado,SISTEMAS DISTRIBUÍDOS E REDES DE COMPUTADORES,39401658026-9,"1,05E+11",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,24.0
1232,Mestrado/Doutorado,Engenharia de Software,39401653633-9,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Autoavaliação,,39402670904-1,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Mestrado/Doutorado,Processamento de Imagens e Vídeo,39401684813-0,"1,03E+11",1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,34.0
1235,Mestrado/Doutorado,Redes de Computadores,39401635446-4,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Mestrado/Doutorado,COMPUTAÇÃO APLICADA,39401667315-1,"1,05E+11",0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
1237,Mestrado/Doutorado,Redes de Computadores e de Telecomunicações,39401683898-9,"1,04E+11",1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
1238,Mestrado/Doutorado,Inteligência Artificial,39401685144-0,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Mestrado/Doutorado,"Computação Gráfica, Imagens e Visualização",39401645249-5,"1,05E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,19.0
1240,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401653440-2,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Mestrado/Doutorado,"Computação Gráfica, Imagens e Visualização",39401641465-0,"1,04E+11",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,28.0
1242,Mestrado/Doutorado,Sistemas Inteligentes,39401641034-7,"1,03E+11",0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,30.0
1243,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401683576-0,"1,01E+11",0.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,41.0
1244,Mestrado/Doutorado,Teoria da Computação,39401672372-4,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Mestrado/Doutorado,Engenharia de Software,39401672787-1,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Mestrado/Doutorado,Computação Científica e Aplicada,39401658959-9,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Mestrado/Doutorado,Computação Distribuída e de Alto Desempenho,39401654900-2,"1,03E+11",1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,33.0
1248,Mestrado/Doutorado,Sistemas Interativos e de Informação,39401682585-2,"1,04E+11",0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,20.0
1249,Mestrado/Doutorado,Desenvolvimento de plataformas para IoT (Internet das Coisas),39401685132-1,"1,02E+11",0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,23.0
1250,Mestrado/Doutorado,Visão Computacional,39401635141-2,"1,05E+11",0.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,43.0
1251,Mestrado/Doutorado,Engenharia de Software,39401683399-2,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Mestrado/Doutorado,Aprendizado de Máquina,39401658071-0,"1,01E+11",1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,29.0
1253,Mestrado/Doutorado,Arquitetura e Projeto de Sistemas Computacionais,39401662074-7,"1,04E+11",0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,24.0
1254,Mestrado/Doutorado,Software Livre,39401640415-3,"1,01E+11",0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,23.0
1255,Mestrado/Doutorado,Robótica,39401641514-7,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",39401670001-2,"1,01E+11",2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,45.0
1257,Mestrado/Doutorado,Bioinformática,39401637788-1,"1,01E+11",2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,43.0
1258,Mestrado/Doutorado,Inteligência Computacional,39401636454-9,"1,03E+11",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,34.0
1259,Mestrado/Doutorado,Engenharia de Software,39401645169-4,"1,02E+11",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,21.0
1260,Mestrado/Doutorado,Sistemas de Informação,39401670291-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401665259-4,"1,02E+11",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,30.0
1262,Mestrado/Doutorado,Bioinformática,39401644925-3,"1,01E+11",0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,38.0
1263,Mestrado/Doutorado,Inteligência Artificial,39401672680-4,"1,04E+11",0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,22.0
1264,Mestrado/Doutorado,Engenharia de Sistemas e Informação,39401673569-7,"1,02E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,34.0
1265,Mestrado/Doutorado,Inteligência Computacional,39401657453-6,"1,03E+11",1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,28.0
1266,Mestrado/Doutorado,Sistemas Multiagentes,39401667785-8,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Mestrado/Doutorado,Sistemas de Computação,39401683837-0,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401657634-4,"1,01E+11",2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,39.0
1269,Mestrado/Doutorado,Sistemas Inteligentes,39401672383-2,"1,01E+11",0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,40.0
1270,Mestrado/Doutorado,ENGENHARIA DA COMPUTAÇÃO,39401654135-9,"1,04E+11",2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,29.0
1271,Mestrado/Doutorado,Elaboração de Software Educativo e Objetos de Aprendizagem,39401649884-7,"1,05E+11",0.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,22.0
1272,Autoavaliação,,39402669455-8,"1,04E+11",0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,25.0
1273,Mestrado/Doutorado,Sistemas de Informação e Computação,39401666702-6,"1,02E+11",1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,27.0
1274,Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401685005-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Mestrado/Doutorado,"PROCESSAMENTO GRÁFICO, INTERAÇÃO E COMPUTAÇÃO APLICADA",39401659345-3,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuídos,39401684540-2,"1,04E+11",2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,31.0
1277,Mestrado/Doutorado,Sistemas Interativos e de Informação,39401636420-4,"1,04E+11",0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0
1278,Mestrado/Doutorado,Inteligência Artificial,39401660846-8,"1,04E+11",3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,34.0
1279,Mestrado/Doutorado,Sistemas Inteligentes,39401646150-2,"1,01E+11",0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,26.0
1280,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401668631-6,"1,05E+11",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0
1281,Mestrado/Doutorado,"ENGENHARIA DE SOFTWARE, BANCO DE DADOS E INFORMÁTICA E EDUCAÇÃO",39401635901-8,"1,02E+11",2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,22.0
1282,Mestrado/Doutorado,Inteligência Artificial,39401653557-8,"1,04E+11",1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,32.0
1283,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401638472-8,"1,01E+11",2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,35.0
1284,Mestrado/Doutorado,SISTEMAS DE INFORMAÇÃO,39401635456-2,"1,01E+11",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,22.0
1285,Mestrado/Doutorado,Engenharia  de software,39401669296-2,"1,02E+11",0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,32.0
1286,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401635112-8,"1,03E+11",2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,37.0
1287,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,39401635617-4,"1,05E+11",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0
1288,Mestrado/Doutorado,Fundamentos da Computação,39401684058-4,"1,05E+11",1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,39.0
1289,Mestrado/Doutorado,Processamento Gráfico,39401664040-5,"1,02E+11",0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,32.0
1290,Mestrado/Doutorado,Inteligência Computacional,39401636537-0,"1,04E+11",1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,32.0
1291,Mestrado/Doutorado,Sistemas de Computação,39401658242-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401671544-8,"1,02E+11",0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,21.0
1293,Mestrado/Doutorado,Ciência de Dados,39401636610-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Mestrado/Doutorado,Sistemas de Informação para a Web,39401663803-4,"1,01E+11",1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,35.0
1295,Mestrado/Doutorado,Engenharia de Software e Redes de Computadores,39401650835-4,"1,01E+11",1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.0
1296,Mestrado/Doutorado,Engenharia de Software,39401638859-0,"1,04E+11",1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,39.0
1297,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401661355-6,"1,05E+11",1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,32.0
1298,Mestrado/Doutorado,Sistemas de Informação,39401667071-9,"1,01E+11",2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,32.0
1299,Mestrado/Doutorado,Inteligência Computacional,39401652889-8,"1,04E+11",1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,37.0
1300,Mestrado/Doutorado,SISTEMAS DE INFORMAÇÃO,39401684650-8,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Mestrado/Doutorado,Engenharia  de software,39401635076-0,"1,02E+11",1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,41.0
1302,Mestrado/Doutorado,Sistemas Inteligentes,39401639216-0,"1,04E+11",1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,38.0
1303,Mestrado/Doutorado,Otimização Industrial,39401668990-7,"1,03E+11",0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,27.0
1304,Mestrado/Doutorado,Aprendizado de Máquina,39401664886-6,"1,05E+11",2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,39.0
