INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
42101827441-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101813905-8,M,Rive -Alegre,ES,1-Mestrado/Doutorado,1,Alegre - ES,2017
42101832096-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101819675-1,M,Sobral,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101832529-0,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
42101809354-8,M,Mata Grande,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
42102812300-1,M,Belo Horizonte,MG,2-Autoavaliação,2,Belo Horizonte - MG,2017
42101809254-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101810916-7,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101832994-6,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101831104-8,M,Tauá,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101834472-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101809815-1,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
42101811460-8,M,Aparecida de Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101810345-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101835138-8,F,Mauá,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
42101834679-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101833792-8,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101809731-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42102833636-5,F,Uberlândia,MG,2-Autoavaliação,2,Uberlândia - MG,2017
42101835162-2,M,Canapi,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
42101835758-8,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
42101822492-4,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101818788-0,M,Ampére,PR,1-Mestrado/Doutorado,1,Cascavel - PR,2017
42101834058-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101835097-0,M,Marabá,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101832426-2,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101812297-4,M,Esperança,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101835598-6,M,Santiago,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101820774-7,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2017
42101822932-1,M,São Leopoldo,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101831372-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101827930-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101831751-2,M,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101833992-2,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101835716-5,M,Eusébio,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101835542-5,M,Itapirapuã,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101809509-1,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2017
42101809676-6,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42102831884-8,M,São Paulo,SP,2-Autoavaliação,2,São Paulo - SP,2017
42101833352-6,M,Monte Alto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2017
42101833292-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101811166-6,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101812529-9,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101809755-7,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101833101-0,M,Sertãozinho,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101834745-3,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
42101810511-8,M,Lagoa Seca,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101809536-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101809819-1,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
42101834977-2,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2017
42101831041-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101834406-9,M,Passo Fundo,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101824782-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42102833732-2,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza - CE,2017
42101809693-2,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
42101810976-6,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101810488-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101835079-3,M,Beberibe,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42102810437-0,M,Parintins,AM,2-Autoavaliação,2,Manaus - AM,2017
42101810196-4,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101835337-2,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101829014-4,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101827788-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101835233-5,M,Pirapozinho,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101830970-7,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2017
42101811267-3,M,Guarabira,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42102835412-7,M,Jundiaí,SP,2-Autoavaliação,2,Jataí - GO,2017
42101820660-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101809417-2,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101812636-4,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101835203-0,M,São Vicente,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101809994-4,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101829089-1,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
42101812360-7,M,Itaboraí,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101822362-2,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
42101835136-8,F,Indaiatuba,SP,1-Mestrado/Doutorado,1,Campinas - SP,2017
42102809315-9,F,Betim,MG,2-Autoavaliação,2,Alegre - ES,2017
42101835321-4,F,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2017
42101824965-9,F,Montes Claros,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101810666-6,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101829416-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101835667-9,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101811342-4,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101811113-5,F,Paranaguá,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101833137-5,F,Sagres,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101819880-4,F,Salvador,BA,1-Mestrado/Doutorado,1,Salvador - BA,2017
42101828063-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101835866-3,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101830581-6,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2017
42101817194-9,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101834523-2,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101835425-1,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101809419-2,F,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101812075-3,F,Capão da Canoa,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101809507-1,M,Lima,OU,1-Mestrado/Doutorado,1,Lima - PERU,2017
42101832026-3,F,Cáceres,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
42101828808-8,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101809739-0,M,Natal,RN,1-Mestrado/Doutorado,1,Natal - RN,2017
42101809441-7,M,Porto Nacional,TO,1-Mestrado/Doutorado,1,Palmas - TO,2017
42101828100-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101810426-9,M,Capistrano,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
42101822701-2,M,Carmo do Paranaíba,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101835562-1,M,Colatina,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101817667-0,F,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101819576-4,F,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
42101834183-2,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42102835793-4,F,Itaquaquecetuba,SP,2-Autoavaliação,2,São Paulo - SP,2017
42101831575-4,F,Sorocaba,SP,1-Mestrado/Doutorado,1,Campinas - SP,2017
42101833733-9,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101830884-8,F,São Gotardo,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101828231-9,F,Teixeira Soares,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101832565-2,F,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101810393-9,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101809489-0,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
42102827555-4,M,Marituba,PA,2-Autoavaliação,2,Belém - PA,2017
42101835147-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101827278-5,M,Bambuí,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101811163-6,M,Quebra Côco -Sidrolândia,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101833982-4,M,São Raimundo das Mangabeiras,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2017
42101833445-5,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
42101834483-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101822552-9,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101834834-2,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101834602-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101809348-0,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
42101821488-0,M,Varginha,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101833819-0,M,Cândido Mota,SP,1-Mestrado/Doutorado,1,Londrina - PR,2017
42101823646-4,M,Araguari,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101835163-2,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101810755-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101826564-2,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2017
42101835364-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101812055-7,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101833465-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101822391-7,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101810063-2,M,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101809552-2,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101826570-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101811923-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101834710-9,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
42101834731-5,M,Osasco,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101811897-1,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
42102835782-6,M,Campo Grande,MS,2-Autoavaliação,2,Campo Grande - MS,2017
42101817535-9,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42102829192-0,M,São José do Rio Preto,SP,2-Autoavaliação,2,São José do Rio Preto - SP,2017
42101810815-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101828230-9,M,Araxá,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101835460-4,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101827735-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101811993-9,M,São José dos Campos,SP,1-Mestrado/Doutorado,1,São José dos Campus - SP,2017
42101835354-9,M,Taquara,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101810557-0,M,Concórdia,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2017
42101812305-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101819964-5,M,Corumbá,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42102834068-2,M,Campo Mourão,PR,2-Autoavaliação,2,Maringá - PR,2017
42101832698-4,M,Paraíso do Norte,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
42101834146-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
42101819127-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101809439-9,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101812455-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101833492-6,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2017
42101831793-5,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101831243-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101828359-2,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101811104-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101823131-0,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2017
42101812015-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101812608-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101830151-2,M,Guaxupé,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2017
42101810058-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101810316-3,M,Blumenau,SC,1-Mestrado/Doutorado,1,Joinville - SC,2017
42101810112-9,M,Linhares,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101810805-1,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101812156-4,M,Almirante Tamandaré,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101831854-0,M,Natal,RN,1-Mestrado/Doutorado,1,Natal - RN,2017
42101835205-0,M,São Roque,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101821796-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101832677-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101835366-7,M,Jaraguá do Sul,SC,1-Mestrado/Doutorado,1,Curitiba - PR,2017
42101810351-6,M,Caldas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2017
42101827349-8,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101835641-2,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101809840-6,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101832086-2,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
42101810762-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101831620-0,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2017
42101820125-2,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101809531-6,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101832510-1,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2017
42101820938-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101826016-5,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101821880-9,M,Valinhos,SP,1-Mestrado/Doutorado,1,Campinas - SP,2017
42101832438-0,M,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
42101834714-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101810643-0,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
42101809776-3,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
42101829370-5,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101825485-5,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42102810225-8,M,Niterói,RJ,2-Autoavaliação,2,Rio de Janeiro - RJ,2017
42101824773-2,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101834221-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101811030-4,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101830285-4,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101811398-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101810634-1,M,São Vicente,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101835785-2,M,Suzano,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101809373-4,M,Ribeirópolis,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
42101833920-5,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2017
42101809236-4,M,Jaboticabal,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2017
42101835131-8,M,Santa Luzia,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
42101829131-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101829387-3,M,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2017
42101811334-6,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
42101834425-5,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101809267-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101831449-2,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
42101811624-0,F,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
42102833704-8,F,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre - RS,2017
42101829660-9,F,Itacoatiara,AM,1-Mestrado/Doutorado,1,Erechim - RS,2017
42101809759-7,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101809304-7,F,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
42101809544-4,F,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2017
42102830031-2,F,São Luiz Gonzaga,RS,2-Autoavaliação,2,Santa Maria - RS,2017
42101833691-0,F,Jales,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
42101824669-7,F,Poá,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101835511-0,F,Patos de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101825109-8,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101810423-9,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
42101809459-5,F,Campinas,SP,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101830804-2,F,Cruzeiro do Sul,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101826934-7,F,Mesquita,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101834451-0,F,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
42101811324-8,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101809631-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101834151-8,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101834283-0,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina - PI,2017
42101834488-4,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42102809298-7,M,Curitiba,PR,2-Autoavaliação,2,Curitiba - PR,2017
42101809580-7,M,São Francisco de Assis,RS,1-Mestrado/Doutorado,1,Alegrete - RS,2017
42102811615-5,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2017
42101828552-7,M,Bragança Paulista,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101810178-8,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101829664-9,M,Penedo,AL,1-Mestrado/Doutorado,1,Aracaju - SE,2017
42101810042-6,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101831832-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
42101810507-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101811871-5,M,Cândido Mota,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101834865-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101832388-4,M,Itapeva,SP,1-Mestrado/Doutorado,1,São José dos Campus - SP,2017
42101831969-5,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí - GO,2017
42102830480-2,M,Itaperuna,RJ,2-Autoavaliação,2,Alegre - ES,2017
42101833373-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101809686-4,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
42101811076-7,M,Batalha,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
42101812664-9,M,Itajubá,MG,1-Mestrado/Doutorado,1,São José dos Campus - SP,2017
42101834631-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101835630-4,M,SANTIAGO,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
42101834238-9,M,Quatá,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101835250-1,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
42101832948-5,M,Lima,OU,1-Mestrado/Doutorado,1,Santo André - SP,2017
42101833692-0,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2017
42101833493-6,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
42101817297-6,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101810640-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
42101810259-9,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2017
42101821536-6,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
42101835033-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101834824-4,M,Restinga Seca,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101834366-0,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101823919-1,F,Petrópolis,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101834676-0,F,Ouro Preto,MG,1-Mestrado/Doutorado,1,Goiânia - GO,2017
42101810223-4,F,Maringá,PR,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42102824002-8,F,Fortaleza,CE,2-Autoavaliação,2,Fortaleza - CE,2017
42101823915-1,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101809718-4,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101826589-9,F,Petrópolis,RJ,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101822266-5,F,Caxias do Sul,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
42101830175-9,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101834958-6,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
42101809977-8,F,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101823674-9,F,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
42101809446-7,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
42101810211-6,F,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101834792-4,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
42101809747-9,M,Queimados,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101811568-5,F,Palotina,PR,1-Mestrado/Doutorado,1,Cascavel - PR,2017
42101835570-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101834335-6,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101835505-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
42101831509-7,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
42101824711-3,M,Poços de Caldas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2017
42102809638-7,M,Sorocaba,SP,2-Autoavaliação,2,Campinas - SP,2017
42101825438-4,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
42101835757-8,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
42101833266-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
