,NÚMERO DE INSCRIÇÃO,NUM,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1303,39401639216,"1,03702E+11",Presente,E,A,B,C,C,A,B,D,B,C,A,E,D,C,B,D,B,E,B,C,E,B,C,B,A,D,A,C,A,C,B,A,B,D,E,A,A,B,D,E,A,C,B,D,D,D,D,E,B,D,D,C,B,B,D,C,A,D,E,A,D,A,A,A,E,C,C,C,B,D
1304,39401668990,"1,031E+11",Presente,C,A,C,C,A,C,C,D,A,C,A,E,C,B,B,B,C,D,A,A,B,A,C,B,A,C,D,B,A,C,A,C,C,C,E,A,A,C,E,E,A,B,D,C,A,E,B,E,D,B,B,B,A,B,B,E,D,A,C,A,D,A,C,A,B,C,A,B,B,C
1305,39401664886,"1,04902E+11",Presente,E,A,B,D,A,B,D,C,E,C,D,E,D,C,C,D,B,E,B,C,E,B,E,E,B,D,A,C,B,D,B,D,B,E,E,A,A,B,D,A,A,B,B,C,C,C,D,D,C,D,E,A,A,A,C,E,B,D,C,A,B,E,C,A,D,C,A,C,B,A
1306,39401641186,"1,04E+11",Presente,E,A,C,C,A,B,C,C,E,C,E,E,C,B,B,B,B,E,B,B,B,B,B,B,A,D,A,D,D,C,B,D,B,A,D,A,B,C,D,B,B,B,B,D,E,C,E,B,B,B,B,A,A,A,D,C,A,A,E,A,D,A,E,A,E,D,A,C,B,A
1307,39401653503,"1,04902E+11",Presente,E,C,B,C,B,A,C,B,B,C,B,E,D,A,C,C,E,E,D,B,A,A,C,B,A,C,D,C,D,C,B,A,B,B,D,B,A,A,D,E,A,E,A,C,E,A,C,B,B,D,E,D,A,A,D,A,B,D,E,A,E,A,C,A,E,C,A,B,B,E
1309,39401648602,"1,02001E+11",Presente,E,A,C,D,D,B,C,E,C,C,A,E,D,E,D,D,B,E,B,B,E,B,B,E,A,D,A,C,B,A,B,A,C,B,E,A,A,E,D,D,B,B,A,C,B,C,D,E,A,D,E,B,A,B,D,A,B,D,E,A,D,E,C,A,D,C,A,C,B,A
1312,39401639899,"1,038E+11",Presente,E,C,E,C,A,B,B,E,A,C,B,E,B,A,A,D,E,E,B,C,A,B,E,E,A,D,D,C,D,C,B,A,B,C,E,A,A,A,D,B,A,E,C,E,B,A,C,C,D,E,C,E,E,B,D,A,C,D,D,A,D,A,C,A,D,C,A,C,B,A
1313,39401672973,"1,011E+11",Presente,E,A,D,C,D,A,E,C,E,C,D,E,D,E,B,D,B,A,B,B,E,A,E,B,A,A,A,C,E,A,B,D,B,D,E,A,A,B,E,B,B,C,D,D,E,E,D,A,B,E,C,B,A,A,D,E,E,A,B,B,D,A,D,A,E,C,E,D,B,D
1314,39401641277,"1,024E+11",Presente,E,D,C,D,C,E,A,B,E,A,A,E,E,B,C,E,A,B,A,E,A,B,D,A,A,C,D,E,A,D,B,E,B,C,B,D,C,B,D,E,A,E,E,D,B,A,D,E,B,D,D,B,D,A,E,A,C,A,A,C,E,D,E,A,E,E,A,D,A,C
1315,39401660916,"1,042E+11",Presente,E,B,C,B,E,A,E,C,E,A,A,E,E,A,A,D,B,E,B,C,A,B,B,E,A,D,D,C,B,C,B,A,B,D,C,A,A,C,D,B,B,C,A,D,C,E,B,C,B,D,E,D,A,A,B,C,D,C,C,A,D,A,C,A,E,C,B,D,C,C
1317,39401641571,"1,01E+11",Presente,E,A,D,B,E,A,C,D,E,C,B,E,C,E,C,D,E,E,D,B,A,A,B,E,A,D,B,C,D,C,B,E,C,C,D,A,A,B,E,E,A,B,A,A,B,C,D,E,B,C,E,C,D,B,D,C,C,D,E,B,D,A,C,A,E,C,A,D,B,A
1318,39401668243,"1,01E+11",Presente,E,A,C,D,A,A,C,D,A,C,D,E,D,A,D,D,B,E,B,B,A,B,C,B,A,C,A,C,B,A,B,A,B,E,B,A,A,C,D,C,A,B,A,E,D,A,E,C,B,D,E,B,A,E,D,C,B,E,C,A,D,A,C,A,E,C,A,C,B,D
1319,39401673622,"1,01E+11",Presente,E,A,C,C,C,B,E,C,C,D,D,E,D,C,B,A,B,A,B,B,E,A,E,E,A,A,A,C,D,E,B,E,B,E,C,A,A,B,D,C,E,C,D,C,D,E,C,D,C,D,C,D,A,A,E,A,A,D,E,A,C,A,C,A,B,C,B,C,E,D
1321,39401669297,"1,018E+11",Presente,D,A,C,C,A,A,C,D,E,C,A,E,B,E,D,D,B,E,B,B,A,B,E,B,A,D,A,C,D,C,B,A,C,C,E,A,A,A,D,C,B,C,D,E,A,D,D,A,B,B,E,A,A,E,C,C,A,E,E,A,D,A,C,A,D,C,C,E,B,A
1322,39401683790,"1,04902E+11",Presente,E,A,B,D,C,A,C,E,A,D,A,E,D,D,D,D,B,E,B,B,B,B,E,E,A,B,E,C,B,C,B,A,B,C,D,A,A,A,D,C,A,B,A,E,D,E,D,E,A,B,E,C,A,A,D,C,A,C,E,E,D,A,A,A,D,C,A,B,B,A
1323,39401659810,"1,033E+11",Presente,*,A,C,C,A,A,E,B,C,D,E,E,E,B,C,B,A,*,B,A,E,C,D,B,A,C,A,C,B,B,B,D,E,E,E,C,A,D,E,D,D,E,E,E,A,D,C,E,B,D,B,C,C,A,B,A,E,D,C,A,A,E,A,A,B,D,E,C,C,C
1324,39401656285,"1,045E+11",Presente,E,A,B,B,D,A,C,A,E,C,D,E,C,A,E,D,C,E,B,B,A,B,C,B,A,E,B,C,D,C,B,A,B,D,E,B,D,B,D,A,E,E,A,A,C,C,E,E,B,C,E,B,A,A,E,E,A,D,E,B,D,A,C,A,E,C,A,D,B,D
1326,39401650991,"1,024E+11",Presente,B,A,B,E,B,C,C,E,E,B,E,E,C,B,D,B,B,C,B,D,A,A,E,E,A,D,D,C,B,E,B,A,B,E,A,B,A,B,D,A,A,A,A,E,B,C,D,C,A,C,E,A,A,C,A,B,D,D,C,A,D,A,A,A,D,C,A,D,A,D
1327,39401665011,"1,045E+11",Presente,E,A,E,C,A,A,B,B,E,C,D,E,D,C,A,D,B,E,B,B,B,C,A,E,A,A,A,C,E,A,B,A,C,C,D,B,A,C,D,E,D,D,B,D,C,E,D,E,C,D,C,A,A,A,B,B,A,E,D,A,C,A,A,A,E,C,A,C,B,A
1328,39401646736,"1,01501E+11",Presente,E,A,E,E,E,E,C,E,E,E,E,E,E,E,E,D,B,E,E,E,A,B,D,E,A,C,A,C,C,C,B,A,C,C,D,D,A,E,D,E,A,B,D,C,E,E,E,B,E,D,C,B,A,A,B,A,D,D,D,D,D,A,C,B,E,C,C,C,B,D
1329,39401671060,"1,011E+11",Presente,E,A,C,E,D,B,C,E,E,C,C,E,B,B,D,D,C,A,B,C,B,A,E,E,A,B,C,C,E,C,B,C,B,A,D,A,A,E,D,C,A,C,C,C,D,B,D,D,E,B,C,B,D,B,B,A,C,A,B,B,A,A,A,A,E,C,A,C,A,B
1330,39401635024,"1,051E+11",Presente,E,A,E,C,A,A,B,D,E,B,A,E,D,C,A,D,E,E,B,C,A,A,E,E,A,D,A,C,D,C,B,A,B,C,C,A,A,C,D,B,D,A,D,D,B,A,A,C,C,B,E,D,C,A,D,C,C,C,A,E,D,A,E,C,D,C,B,B,B,A
1331,39401685138,"1,052E+11",Presente,E,C,C,C,A,C,C,C,C,B,D,E,B,C,A,B,B,B,B,C,A,A,A,E,A,C,D,C,B,A,B,C,B,C,C,A,A,B,D,C,C,B,A,C,E,C,C,E,C,E,C,E,A,A,C,A,C,C,C,A,D,C,C,A,E,C,A,E,B,D
1332,39401672777,"1,00501E+11",Presente,E,A,C,C,A,A,C,D,B,C,D,E,D,B,A,E,B,E,B,B,E,D,A,E,A,B,C,C,D,C,C,A,B,E,B,A,A,B,D,B,A,E,B,A,B,E,C,E,E,E,D,D,C,A,D,A,A,D,C,A,D,A,D,A,E,C,A,A,B,A
1333,39401675789,"1,035E+11",Presente,A,B,C,B,D,B,A,D,D,B,C,E,B,B,E,B,B,E,A,D,A,D,A,E,A,D,B,C,E,B,B,B,C,C,D,A,A,B,D,E,B,D,D,D,E,D,A,B,E,D,B,B,A,A,B,B,A,C,A,A,D,A,B,A,D,C,D,C,E,D
1334,39401681332,"1,024E+11",Presente,E,A,C,D,C,B,B,B,C,C,A,E,D,A,A,D,B,E,B,D,A,B,E,E,A,D,A,C,D,C,B,A,B,C,A,A,A,C,D,D,A,E,A,E,E,C,C,A,C,E,C,B,B,A,B,E,B,E,E,A,E,E,C,A,E,A,A,A,B,D
1335,39401684521,"1,01E+11",Presente,E,C,D,E,C,B,C,B,E,C,A,E,C,A,A,D,B,E,B,B,B,A,D,A,D,D,A,C,D,E,B,A,B,E,D,A,A,C,D,E,B,B,A,E,B,C,A,D,B,D,C,A,D,A,D,E,E,E,E,A,D,E,C,A,D,C,A,B,B,A
1336,39401670909,"1,05001E+11",Presente,E,A,E,E,A,A,C,B,D,C,A,E,E,D,D,D,B,D,B,B,A,B,C,B,A,D,A,C,D,C,B,C,B,A,E,A,A,A,D,C,E,C,A,C,D,C,A,C,B,D,B,B,A,A,D,C,B,D,C,A,B,A,D,A,E,C,A,A,A,A
1337,39401652023,"1,01501E+11",Presente,A,E,D,C,C,D,C,C,E,B,A,E,E,D,C,B,C,D,D,C,D,C,D,E,B,C,C,C,E,C,A,E,B,C,D,D,D,E,C,B,D,B,A,B,D,E,C,C,D,B,E,B,A,A,B,A,B,D,D,C,C,A,D,A,E,C,A,B,A,A
1338,39401661730,"1,03702E+11",Presente,E,A,A,D,A,A,C,B,C,C,D,E,E,C,D,D,B,E,B,B,A,B,A,E,A,E,B,C,B,C,A,A,B,C,D,D,A,C,E,E,E,B,D,C,D,E,B,D,B,D,C,A,A,A,B,A,D,D,D,A,E,B,E,A,E,C,A,E,B,C
1339,39401660891,"1,031E+11",Presente,E,A,C,E,B,A,D,C,C,D,E,E,D,E,C,D,B,E,B,A,E,B,A,E,A,C,E,C,B,B,A,B,B,E,C,A,A,B,D,A,A,C,C,D,D,B,E,E,B,B,D,D,E,A,E,B,B,D,D,E,A,A,D,A,E,B,E,A,B,D
1341,39401661507,"1,00501E+11",Presente,C,B,D,C,E,C,D,A,B,C,A,E,C,D,C,B,E,B,A,C,D,A,D,C,D,C,B,E,D,C,A,E,B,B,D,A,C,C,B,E,A,A,C,E,C,B,A,C,A,A,C,E,A,D,D,E,D,C,C,E,B,A,D,D,E,A,A,E,C,D
1342,39401685087,"1,00901E+11",Presente,E,C,D,B,A,A,B,E,D,B,D,E,C,C,D,D,D,B,E,D,E,A,E,B,A,B,B,C,E,C,B,A,B,C,D,A,A,E,D,B,C,E,E,E,B,D,C,E,A,B,B,D,D,A,D,C,B,E,D,E,D,E,D,A,A,C,A,C,B,C
1343,39401650708,"1,04902E+11",Presente,E,D,B,C,E,D,C,A,C,C,D,E,C,B,E,E,B,E,B,B,E,C,E,E,A,D,B,C,B,C,A,D,B,D,D,A,A,B,E,A,A,E,D,D,B,C,B,E,D,D,C,A,A,A,B,C,E,D,E,C,D,A,C,A,C,C,A,A,B,A
1344,39401642716,"1,018E+11",Presente,E,A,C,D,A,A,C,C,E,C,E,E,D,B,A,D,B,E,B,B,E,C,E,E,A,D,E,C,D,C,B,A,B,E,B,A,A,A,D,C,E,B,A,C,A,A,C,D,B,D,C,B,B,A,C,E,E,E,C,A,D,A,C,A,E,C,A,C,B,A
1345,39401641629,"1,052E+11",Presente,E,A,C,D,A,A,C,B,E,C,A,C,D,C,A,D,B,E,B,B,A,B,E,E,A,D,B,C,B,C,B,A,C,D,C,A,A,B,D,B,C,E,C,E,B,D,D,E,C,D,D,A,A,C,D,C,A,B,C,D,D,E,E,A,E,C,A,C,B,C
1346,39401669553,"1,03E+11",Presente,E,A,C,D,C,A,C,E,D,C,B,E,E,D,A,E,C,E,B,C,B,A,E,E,A,D,B,E,C,C,A,D,B,C,D,A,A,B,D,B,A,B,E,C,E,C,A,D,C,C,C,C,A,A,B,C,B,D,B,D,E,A,A,A,E,B,A,B,B,D
1347,39401668051,"1,011E+11",Presente,E,A,D,C,B,A,E,B,E,C,B,E,D,B,B,D,B,E,B,C,A,B,B,E,A,D,A,C,A,C,B,A,B,E,D,A,A,C,D,A,A,A,A,D,B,A,C,E,B,D,D,A,A,A,D,C,E,E,C,A,D,A,A,A,E,C,D,C,B,D
1348,39401656792,"1,026E+11",Presente,E,A,A,B,A,B,D,C,E,D,E,E,C,C,A,B,B,E,B,D,A,A,B,E,A,D,A,C,D,E,B,C,D,C,E,E,A,B,E,D,C,E,D,E,C,E,A,C,,E,,B,A,C,D,A,C,D,E,D,E,A,C,A,E,C,,D,,E
1349,39401669519,"1,01501E+11",Presente,E,A,C,D,A,A,C,D,E,C,A,E,D,D,D,D,D,E,B,B,A,D,E,E,A,D,A,C,B,C,B,C,C,E,B,A,A,A,D,C,A,A,A,E,B,C,B,E,B,D,C,A,E,E,E,A,A,C,C,A,D,A,A,A,E,C,A,A,B,D
1350,39401667298,"1,02001E+11",Presente,E,B,C,B,D,D,A,E,C,D,E,E,E,D,A,D,A,E,B,E,B,B,E,E,B,D,D,C,C,C,B,D,B,D,D,E,A,A,B,C,A,E,B,B,B,C,C,A,B,B,E,A,A,A,E,E,B,D,E,D,A,A,C,A,C,C,B,D,B,D
1351,39401670790,"1,051E+11",Presente,E,A,B,E,D,B,C,D,C,C,E,E,D,E,D,D,B,E,B,C,A,B,B,E,A,D,B,C,C,D,B,A,B,E,A,B,A,C,D,B,A,B,A,D,D,C,E,B,B,D,A,A,B,B,D,C,A,C,C,A,A,A,C,C,D,C,A,C,B,A
1352,39401670428,"1,00901E+11",Presente,D,B,C,D,A,A,B,B,D,D,B,E,A,E,A,B,B,E,B,E,B,B,C,B,A,B,B,A,E,C,A,D,C,E,D,B,A,C,D,A,A,A,D,E,C,C,D,D,B,B,D,A,C,C,D,E,D,D,E,D,C,A,A,A,E,C,C,B,B,D
1354,39401653049,"1,034E+11",Presente,B,A,C,E,D,B,B,D,C,A,C,E,B,B,C,A,E,A,A,A,E,C,C,B,A,C,B,C,A,C,E,D,B,D,A,B,D,B,D,E,A,E,A,C,B,D,A,C,A,A,C,D,A,A,C,B,D,D,A,D,D,A,A,C,A,B,E,C,B,D
1356,39401636528,"1,04101E+11",Presente,E,A,C,D,A,A,C,A,C,C,A,E,D,D,D,D,E,E,B,B,B,A,E,E,A,D,E,D,B,C,C,A,C,C,B,A,A,A,D,E,B,C,C,C,B,B,E,B,D,E,E,D,D,A,D,C,D,D,A,C,B,A,C,E,D,C,E,C,B,D
1357,39401639891,"1,04902E+11",Presente,E,A,E,D,A,A,B,B,E,C,A,E,D,C,E,D,B,E,B,C,A,B,E,E,A,D,A,C,A,C,B,A,C,E,D,A,A,A,D,E,D,A,B,B,B,A,A,C,B,D,E,D,A,C,D,A,A,D,D,D,D,A,D,A,D,C,C,C,B,A
1358,39401668310,"1,04601E+11",Presente,E,A,C,C,C,B,D,D,C,C,E,E,C,C,A,D,B,E,B,B,B,B,E,E,A,D,D,C,E,E,B,C,D,C,E,A,A,B,D,E,E,C,B,D,B,A,D,A,A,D,E,A,A,A,D,C,D,D,C,D,D,A,C,A,E,C,C,C,D,C
1359,39401677997,"1,025E+11",Presente,E,A,B,E,C,A,B,E,D,B,E,E,D,E,D,B,A,B,B,A,A,B,E,E,A,A,B,C,B,C,B,D,B,C,E,B,D,D,D,B,C,A,B,B,A,E,C,B,C,D,D,E,A,B,C,A,D,E,E,B,A,A,D,A,E,C,B,D,B,C
1360,39401635114,"1,018E+11",Presente,E,A,B,D,C,B,C,D,B,A,A,E,C,D,A,D,B,D,B,D,A,B,D,B,A,D,B,C,D,C,B,A,B,E,D,D,A,B,D,A,B,A,E,C,B,C,E,D,A,C,E,B,C,A,B,B,D,D,E,A,D,E,A,A,D,C,A,B,B,D
1361,39401636344,"1,044E+11",Presente,A,A,C,B,A,A,C,D,C,C,E,E,C,E,D,D,B,E,B,B,A,B,E,E,A,D,B,D,D,E,B,A,C,B,E,A,A,B,D,C,D,A,A,E,E,C,D,C,B,E,C,B,D,A,B,C,E,E,C,A,D,E,C,A,B,C,A,E,B,A
1363,39401659719,"1,01701E+11",Presente,E,C,C,D,A,A,A,A,A,A,A,E,D,A,B,E,B,E,B,B,B,A,E,E,A,D,A,C,C,C,B,C,B,C,D,D,A,C,D,B,B,B,E,E,C,A,D,E,E,E,C,A,A,A,E,E,D,D,C,D,D,A,D,B,E,C,A,C,B,A
1365,39401651713,"1,028E+11",Presente,D,D,D,D,D,D,D,D,D,D,E,A,D,D,A,D,D,D,B,D,C,D,E,D,A,D,A,C,D,D,B,D,B,D,D,B,A,C,D,E,D,E,C,D,D,D,D,B,D,A,D,B,A,B,B,A,D,D,C,A,D,A,C,A,E,C,D,A,D,C
1366,39401672948,"1,011E+11",Presente,E,D,B,C,A,B,C,E,D,C,E,E,C,B,B,C,E,A,D,B,A,B,B,B,A,B,B,C,C,E,B,C,C,B,D,B,A,C,D,E,B,E,D,B,E,D,C,B,C,D,E,B,D,C,B,C,D,D,C,A,C,A,A,A,E,C,E,E,B,D
1367,39401654346,"1,045E+11",Presente,E,A,C,D,A,A,C,E,B,D,E,E,D,B,D,D,B,E,B,B,A,D,C,B,A,D,A,C,B,C,B,A,B,B,E,A,A,A,D,C,A,C,D,E,B,A,C,D,B,C,A,E,A,B,D,C,B,D,E,A,D,A,B,A,A,C,C,C,B,D
1368,39401641507,"1,006E+11",Presente,E,D,D,B,E,C,A,D,C,B,B,E,D,B,B,A,B,B,E,C,A,C,B,B,A,D,D,C,A,A,B,D,B,E,D,A,B,C,E,D,E,A,B,B,B,E,D,B,A,D,D,B,D,A,B,A,A,B,E,B,A,A,C,E,C,C,E,B,C,B
1370,39401681556,"1,01701E+11",Presente,E,B,B,C,D,B,D,E,E,B,E,E,C,D,D,D,B,E,B,C,E,A,A,E,A,D,D,C,D,D,B,C,B,E,D,A,B,C,D,E,A,B,C,D,E,C,D,C,D,E,C,A,A,A,E,A,B,A,C,B,D,A,B,A,E,D,A,E,B,C
1372,39401648420,"1,045E+11",Presente,E,A,D,E,D,D,D,A,C,C,D,E,C,D,B,D,B,A,B,D,B,A,D,B,A,D,D,C,C,D,D,D,D,C,D,A,B,A,D,E,A,B,C,D,D,E,D,E,B,D,D,B,D,A,D,C,A,D,D,A,D,A,D,A,E,D,D,A,D,B
1373,39401642567,"1,024E+11",Presente,E,A,D,E,A,A,C,B,D,C,A,E,C,E,B,D,B,B,B,B,E,B,C,B,A,D,A,C,A,C,B,A,E,E,D,A,A,B,D,A,B,E,B,E,E,C,B,E,B,B,C,D,C,E,A,C,B,A,C,A,D,A,A,A,E,E,A,E,B,D
1375,39401656608,"1,021E+11",Presente,C,A,D,E,C,B,C,E,D,B,B,E,A,B,C,A,C,A,C,A,C,C,E,B,A,B,C,B,C,B,A,A,C,E,B,D,C,D,A,C,D,C,C,A,A,D,D,C,A,A,D,B,A,D,E,C,E,D,E,C,A,A,B,D,D,C,B,B,A,C
1376,39401664791,"1,01501E+11",Presente,B,B,C,C,B,E,B,D,C,A,E,E,C,A,C,C,C,A,B,D,A,E,D,C,E,A,B,C,B,D,B,D,E,C,A,D,B,C,A,E,B,E,A,C,B,A,B,D,D,A,E,A,C,A,B,E,C,D,A,E,A,A,B,A,B,D,A,C,B,A
1377,39401641122,"1,043E+11",Presente,E,A,A,C,E,B,B,A,D,C,C,E,C,B,B,A,D,A,E,C,A,A,E,E,A,B,D,C,E,A,B,C,B,A,C,A,D,C,E,D,B,A,D,C,E,C,B,C,C,D,D,A,C,A,D,C,C,B,E,D,A,A,E,B,E,B,A,C,A,D
1378,39401647656,"1,022E+11",Presente,E,C,D,C,C,C,C,C,C,C,C,E,C,C,C,B,E,B,C,E,C,C,D,E,B,C,D,C,C,C,B,A,E,B,B,D,D,B,E,D,B,E,A,A,C,E,E,D,B,D,C,A,A,E,C,E,E,C,D,A,D,E,A,E,E,C,A,A,C,D
1379,39401681739,"1,027E+11",Presente,E,D,B,C,D,A,C,E,B,A,D,B,C,B,B,E,E,D,B,A,A,C,B,E,A,C,B,C,E,D,B,C,E,E,B,D,C,C,A,D,A,B,E,B,E,B,D,A,A,B,C,E,A,B,E,C,D,A,D,D,D,A,A,A,D,B,C,B,B,D
1380,39401669201,"1,04902E+11",Presente,A,A,D,C,C,C,A,D,C,C,B,E,B,A,C,A,E,D,D,C,A,A,D,B,E,A,D,C,C,D,B,B,B,C,D,A,A,C,B,A,A,E,A,C,C,C,E,D,B,C,C,B,B,C,E,C,D,A,C,A,D,A,A,A,D,B,A,B,B,C
1381,39401637396,"1,052E+11",Presente,B,B,C,D,C,A,B,B,D,C,E,E,E,B,B,D,A,A,B,A,B,B,B,E,D,A,D,C,A,C,B,C,D,E,D,A,A,C,D,E,C,E,D,D,B,C,C,E,C,D,D,C,B,A,C,A,D,D,A,A,A,C,E,E,E,C,A,A,C,D
1382,39401682428,"1,04902E+11",Presente,E,A,D,E,A,A,C,B,C,C,D,E,D,B,A,D,B,E,B,B,A,C,A,E,A,D,C,C,B,C,B,A,B,A,A,B,A,A,B,E,C,B,D,E,E,D,D,A,A,B,E,B,A,A,D,B,A,D,E,B,D,A,C,E,E,C,A,B,B,C
1383,39401664845,"1,043E+11",Presente,B,C,C,C,C,C,C,C,D,C,C,E,C,C,B,D,D,D,A,C,A,B,E,E,C,A,D,C,B,B,B,B,E,D,A,B,E,B,E,C,D,B,B,D,B,D,A,C,A,C,E,A,B,A,B,A,D,E,A,B,D,A,B,C,E,C,D,C,C,A
1384,39401635622,"1,045E+11",Presente,E,A,B,C,E,B,C,D,E,C,B,E,D,D,B,D,B,E,B,C,B,B,E,E,A,D,B,C,C,A,B,C,B,E,B,A,A,C,E,A,A,B,C,E,A,E,A,A,B,D,C,B,A,C,C,C,D,E,D,C,C,A,D,A,E,C,C,C,B,A
1385,39401659597,"1,02001E+11",Presente,B,D,D,C,D,E,C,D,D,C,E,E,D,D,C,C,E,C,A,C,A,C,D,E,A,A,D,D,E,C,B,C,B,C,D,D,C,C,E,C,B,C,C,D,D,A,E,E,D,D,C,B,D,C,E,C,E,C,D,D,A,D,E,C,D,B,C,E,D,D
1386,39401653935,"1,00501E+11",Presente,B,C,B,E,E,D,B,D,E,B,D,B,C,D,C,A,D,D,B,C,A,C,E,A,A,A,C,E,B,A,C,B,C,C,D,C,E,E,E,E,D,E,E,A,A,B,C,E,E,B,C,B,D,A,B,C,B,D,E,B,C,A,A,A,E,C,D,D,D,D
1387,39401641061,"1,044E+11",Presente,C,D,D,C,C,B,D,B,D,B,E,E,D,D,E,C,E,D,D,E,A,D,E,E,A,C,D,C,C,C,B,B,B,D,D,E,A,B,B,B,C,A,B,D,E,E,E,E,E,E,A,A,A,A,D,A,B,D,C,D,D,E,E,A,E,C,A,E,B,D
1388,39401642406,"1,00901E+11",Presente,B,A,D,A,B,A,A,A,A,A,A,E,A,E,E,E,A,A,B,A,B,A,E,A,A,D,D,C,B,C,B,D,B,B,A,E,C,C,D,B,A,B,B,C,B,B,C,E,A,C,C,B,A,A,E,A,A,A,A,A,C,A,A,A,D,E,C,C,B,D
1391,39401646218,"1,01701E+11",Presente,E,A,C,B,C,A,C,E,A,C,E,E,E,D,A,D,E,E,B,C,B,A,A,B,A,D,A,C,D,C,B,C,B,C,E,A,A,A,B,E,A,C,A,C,B,A,E,C,D,E,C,A,A,A,D,C,E,E,E,A,D,A,B,A,D,E,A,B,B,A
1392,39401660057,"1,03702E+11",Presente,E,A,C,D,C,B,C,C,E,B,D,E,D,D,A,D,C,E,B,B,E,E,E,A,A,D,A,C,C,C,B,C,D,B,C,A,A,C,D,C,E,A,D,A,E,A,C,E,E,D,C,C,B,A,C,C,A,D,C,A,D,A,C,A,E,C,A,C,B,C
1393,39401641949,"1,04601E+11",Presente,E,D,B,C,A,D,A,B,A,A,C,E,C,D,C,A,B,A,D,D,A,B,C,B,A,D,C,D,C,C,A,D,B,B,A,E,B,C,D,D,E,C,B,D,E,E,B,D,E,C,A,B,D,A,C,C,E,D,E,B,A,E,C,E,C,B,A,D,B,C
1395,39401675225,"1,053E+11",Presente,C,D,C,D,C,D,C,D,C,D,C,D,C,D,C,D,C,D,C,D,D,B,B,D,A,D,E,C,E,C,B,D,C,E,D,C,D,E,D,C,C,B,E,D,C,D,C,D,C,D,B,C,A,B,D,E,A,D,E,A,D,A,D,A,E,C,C,C,B,D
1396,39402684634,"1,00501E+11",Presente,B,D,E,B,B,A,C,E,C,C,E,E,D,A,E,B,E,E,B,C,E,A,E,E,C,C,A,C,B,C,B,C,C,A,B,A,A,B,B,E,D,B,B,D,B,B,C,B,D,C,E,A,C,A,E,A,A,D,C,A,C,A,C,E,E,B,E,C,B,C
1397,39401641499,"1,00501E+11",Presente,C,A,D,E,A,A,C,E,C,D,D,E,C,A,A,B,E,E,B,A,E,B,E,E,A,B,B,C,C,C,B,A,B,E,D,A,A,A,D,C,A,C,D,E,D,C,E,C,E,A,D,C,A,A,E,E,B,D,C,A,C,E,C,A,E,C,B,A,B,D
1398,39401642052,"1,001E+11",Presente,E,A,B,B,E,B,C,D,D,E,C,E,E,C,C,C,E,D,B,E,E,C,B,D,A,D,D,C,B,C,B,A,B,C,D,E,A,A,D,B,A,E,E,C,D,B,E,E,B,E,C,B,C,A,D,E,E,D,D,E,E,D,A,A,E,B,A,E,C,D
1399,39401638297,"1,01701E+11",Presente,E,A,C,D,B,B,C,E,E,C,D,E,D,B,B,D,B,E,B,B,A,A,E,E,A,A,E,C,E,A,B,A,B,E,D,A,A,B,D,C,A,E,A,E,E,A,B,E,B,B,A,A,A,B,E,C,B,D,E,D,C,E,C,A,E,C,A,C,B,E
1400,39401636493,"1,00901E+11",Presente,E,A,E,C,A,A,C,D,A,C,E,E,C,B,C,E,C,D,A,B,B,C,A,B,A,C,E,C,B,E,B,D,B,C,D,C,B,C,E,B,C,C,B,D,A,E,E,E,B,C,C,B,D,A,E,A,B,C,E,D,C,E,B,A,C,D,A,E,B,C
1401,39401666467,"1,01701E+11",Presente,E,A,D,B,A,D,C,B,E,C,D,E,B,E,B,A,E,A,C,D,A,E,D,E,A,A,D,C,B,D,B,D,B,A,E,A,B,C,A,D,E,E,A,D,A,B,C,E,D,E,E,D,C,C,B,E,E,C,E,A,E,A,B,A,E,C,C,B,B,E
1402,39401644661,"1,045E+11",Presente,E,A,B,B,B,A,C,B,A,C,B,A,C,B,B,B,B,E,B,B,E,D,A,E,A,D,E,C,D,B,B,A,C,B,B,A,A,E,D,E,A,C,A,B,B,B,B,C,B,D,B,A,A,B,B,C,B,D,D,A,B,A,B,B,B,B,A,B,B,C
1404,39401660641,"1,006E+11",Presente,B,A,B,C,D,A,D,D,C,A,C,E,D,C,A,A,B,E,B,B,E,B,E,B,A,A,B,C,C,D,B,D,B,B,D,A,A,A,D,B,B,E,C,A,E,C,E,A,C,B,C,B,A,A,B,A,E,D,A,A,D,A,B,A,A,C,C,E,B,D
1405,39401637921,"1,03702E+11",Presente,B,A,A,A,D,C,B,E,D,D,E,C,C,A,C,B,E,D,B,B,A,B,A,E,A,D,D,C,C,B,E,D,D,A,E,E,C,C,B,E,A,A,B,E,D,D,C,A,C,C,B,D,E,A,D,A,A,B,B,D,D,A,B,A,E,C,B,E,E,D
1408,39401682750,"1,022E+11",Presente,E,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,C,D,C,B,A,A,C,B,C,D,A,A,D,E,E,C,A,A,E,E,C,E,E,A,C,B,A,C,E,D,D,A,E,A,E,D,E,C,C,E,E,D,A,C,A,E,C,C,C,B,C
