INSCRICAO,SEXO,ESTADO,REGIAO,ESPECIALIDADE,PRESENTE DIA1,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,IDADE
39401656859-9,M,PR,sul,aprendizado de máquina,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2016,20
39401640132-8,M,MA,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2016,21
39401636860-6,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2016,23
39401639576-1,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,2016,22
39401671952-5,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2016,27
39401669246-1,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2016,27
39401669322-2,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2016,25
39401664416-0,M,SP,sudeste,aprendizado de máquina,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2016,23
39401649968-8,M,SP,sudeste,arquitetura de computadores,S,Mestrado/Doutorado,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2016,21
39401636132-0,M,SE,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2016,33
39401666319-5,M,SC,sul,sistemas embarcados,S,Mestrado/Doutorado,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2016,24
39401640383-3,M,MG,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,2016,21
39401652256-0,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2016,22
39401672721-2,M,ES,sudeste,redes de computadores,S,Mestrado/Doutorado,1.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,32
39401672039-0,M,GO,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2016,22
39401640009-6,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2016,28
39401654265-0,M,GO,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2016,28
39401654528-0,M,SC,sul,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2016,34
39401640137-8,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2016,24
39401660363-8,M,PI,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,23
39401653097-4,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2016,20
39401639018-6,M,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2016,24
39401665920-0,M,PR,sul,redes de computadores,S,Mestrado/Doutorado,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2016,28
39401668002-8,M,MS,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2016,33
39401639199-9,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2016,23
39401635145-2,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2016,20
39401683996-6,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016,21
39401665668-1,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2016,25
39401639034-2,M,SC,sul,redes de computadores,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,34
39401649945-1,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2016,29
39401676510-5,M,PR,sul,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2016,22
39401640596-6,M,PI,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2016,23
39401639909-3,M,MG,sudeste,ciência computacional,S,Mestrado/Doutorado,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2016,20
39401636488-3,M,PR,sul,tecnologia da informação,S,Mestrado/Doutorado,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2016,21
39401655931-3,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2016,21
39401635477-9,F,SP,sudeste,arquitetura de computadores,S,Mestrado/Doutorado,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2016,26
39401652711-3,M,RN,nordeste,sistemas inteligentes,S,Mestrado/Doutorado,3.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2016,24
39401678416-0,M,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2016,26
39401670073-0,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2016,26
39401640158-4,F,RS,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2016,22
39401684346-8,M,GO,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2016,29
39401644572-5,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2016,34
39401658851-1,M,GO,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2016,28
39401653449-2,M,SC,sul,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2016,28
39401649680-2,M,PA,norte,sistemas inteligentes,S,Mestrado/Doutorado,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2016,32
39401675617-6,M,PI,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2016,24
39401650562-7,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2016,28
39401635664-5,F,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2016,26
39401671272-0,F,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2016,26
39401648656-1,M,MG,sudeste,ciência computacional,S,Mestrado/Doutorado,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2016,27
39401665747-2,M,BA,nordeste,redes e sistemas distribuídos,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,23
39401672814-1,M,MS,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2016,34
39401666106-2,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2016,20
39401674396-3,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,2016,28
39401669703-5,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2016,21
39401642425-4,M,SP,sudeste,aprendizado de máquina,S,Mestrado/Doutorado,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2016,22
39401660067-6,M,RS,sul,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2016,23
39401675995-3,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2016,36
39401671356-1,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2016,27
39401683967-1,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2016,27
39401671814-5,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2016,24
39401669188-7,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2016,22
39401685100-7,M,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2016,26
39401670412-0,M,DF,centro_oeste,teoria da computação,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2016,28
39401640057-7,F,PE,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,21
39401670908-8,F,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2016,26
39401640329-4,F,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2016,36
39401657371-5,M,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2016,21
39401659973-1,M,AL,nordeste,computação visual,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2016,32
39401669396-0,M,ES,sudeste,redes de computadores,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2016,29
39401667108-9,F,PI,nordeste,banco de dados,S,Mestrado/Doutorado,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2016,21
39401672951-1,F,GO,centro_oeste,banco de dados,S,Mestrado/Doutorado,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2016,23
39401637801-3,F,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2016,23
39401637120-9,M,MG,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2016,35
39401684636-1,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2016,27
39401674615-0,M,ES,sudeste,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,29
39401646749-8,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2016,29
39401640031-0,M,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2016,30
39401673241-9,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2016,24
39401673400-0,M,MG,sudeste,ciência computacional,S,Mestrado/Doutorado,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2016,25
39401660320-5,M,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2016,24
39401640540-5,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2016,23
39401641032-7,M,PB,nordeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2016,26
39401641597-2,M,BA,nordeste,engenharia de software,S,Mestrado/Doutorado,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,2016,24
39401670254-8,M,GO,centro_oeste,sistemas distribuídos,S,Mestrado/Doutorado,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2016,34
39401684500-0,M,GO,centro_oeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2016,23
39401636172-3,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2016,25
39401655868-0,M,PB,nordeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2016,23
39401669529-7,M,RS,sul,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2016,31
39401670775-0,M,MA,nordeste,inteligência artificial,S,Mestrado/Doutorado,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2016,24
39401641220-3,M,SP,sudeste,ciência de dados,S,Mestrado/Doutorado,1.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2016,25
39401650327-0,M,PR,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2016,23
39401683197-8,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2016,35
39401653981-1,M,PI,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2016,21
39401665651-3,M,MA,nordeste,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2016,23
